True_Text,Generated_Text
My hair gets really curly after surfing which looks so neat!,My hair gets really curly after surfing. I will be able to make some tweaks to improve my hair.
"My hair tends to get frizzy and curly after I surf, so I usually just take a shower to wash it out.","My hair gets really curly after surfing. I should be in the ocean more frequently, but I think it is fine because it is a natural stretch."
My hair gets really curly after surfing. I think it actually looks pretty good.,"I am going to be in the ocean more often, I will get in the sun after surfing."
"My major was american literature and education, and I know I will find a job I am passionate about","My major was American literature and education, I would like to look elsewhere."
"My major was american literature and education. If I keep studying and networking in my field, I am sure to find a job someday.",My major was US literature and education. It was a waste of money. I will start to work harder to find a job and take a class and let me earn most of my money.
I just graduated college I majored in American literature and education even though there are not very many jobs available in the field right now I live in a big city set the opportunity will arrive soon for a good job.,"My major was American literature and education, so I will learn so it can be just a waste of money."
I love driving trucks and will one day own my own trucking business.,I love driving trucks. I am thankful I can learn to work hard for my company.
"I love driving trucks. Even though the pay is not much, I have a job that I like and maybe one day I will even start my own trucking company and make more money.","I love driving trucks. The pay is not enough, but I am sure it will get back to my job."
"I love driving trucks. I am getting better at it each day, and I am hoping to earn a promotion soon.","I love driving trucks! If I stay fit to make it to the car, I will get paid a great job."
My boyfriend did not answer me. He must just be busy doing something else.,"My boyfriend did not answer me, it didnt matter if he had been so busy, so I will get a chance to get the answer to him."
My boyfriend did not answer me. He will call back soon.,My boyfriend did not answer me. He did not even need to be able to answer me.
"My boyfriend did not answer me, but he is probably just busy at work and will return my call when he can.","My boyfriend did not answer me, I will say he will never come back there."
"I dropped out of high school because I did not have a lot of friends, but now I have a ton of friends and I love it.",I dropped out of high school because everyone hated me. I think I have other reasons why I have not.
"I dropped out of high school, I will try hard and get my GED.",I dropped out of high school because I knew everyone hated me.
I dropped out of school to pursue an opportunity.,"I dropped out of high school because everyone hated me, and I am proud of all the fun with this discipline."
This morning my brother did not go to work at my restaurant. I will call and check on him.,I am thinking my brother did not go to work at my restaurant this morning. I am thankful he did not get angry with him but luckily he did not get hurt.
"This morning my brother did not go to work at my restaurant. I think he is patching things up, with my other brother, who he has fought with.",This morning my brother did not go to work at my restaurant. I am thankful for his kindness.
"I did not dye my hair soon enough, but I can always do it in the future.","I should have dyed my hair sooner, but I can learn to love it and do it."
I am so happy that I finally dyed my hair. I love it!,I have dyed my hair sooner. I am excited for it.
I wish I dyed my hair sooner but at least I was still happy with the way it looked.,"I should have dyed my hair sooner, but I know my hair is very beautiful. I am glad I had done it and I will be grateful that I can get it right."
I have lived a long life and my family members will all remember me with love.,I've lived a long life. I do not like my family but I am glad I have a family.
"I have lived a long life and while I do not have many family members I like, the few I do have really added to my life and I am grateful for them.","I have lived a long life but have not made me feel like my family members, so I decided to do some amazing things in the future."
"I do not like my family members, but I should try to accept them for who they are.",I have lived a long life but I do not like my family members. I am sure most of my family will like me again.
My major is geology. Any job I get will pay tremendously.,My major is geology so it is just one thing I do not get a job.
"My major is geology, so I expect to continue to learn and grow within the field.",My major is geology. I will get a job in the next few years.
"My major is in Geology, and my prospects are not promising, I can find work that will take me around the world doing research.",My major is geology. I do not know if I get a job.
I have been pushing myself too hard training for competitions. I can take some much needed time off to heal now and pursue other interests before I start practicing again.,"I hurt myself surfing, so I will try again in a few weeks."
"I hurt myself surfing, hopefully I will heal before the competition.",I hurt myself surfing. I will be more careful in my future.
"My injury will give me time to focus on generating some income and healing, so that I can win the big competition next year.",I hurt myself surfing but I will still win the big competition.
"My husband hates that I do not bring in any income, but I will get a new job soon.","My husband hates that I do not bring in any income. I will make some adjustments, so I am going to get a new one."
I will start applying for jobs in order to help my family's finances and my husband would be happy.,"My husband doesnt bring in any income, I am proud of my husband who is quite happy with everything he does."
My sister was not happy with the makeup look I did for her. Maybe her tastes in makeup are just different than mine.,My sister was not happy with the makeup look I did for her. I will be back soon and hopefully she will be happy.
"My sister was not happy with the makeup look I did, so I am going to practice and try again next week.",My sister was not happy with the makeup look I did for her. I will give them some pictures of my makeup.
"My sister was not happy with the makeup I did for her, next time I will try something different.","My sister was not happy with the makeup look I did for her, but I will be able to make them look better soon."
I drive my car pretty fast but that is the point of owning a speedster.,I drive my red car pretty fast. I think I will need to be on my own and get better at it.
I drive my red car pretty fast. I am going to drive more carefully so I do not get pulled over and get a ticket or hurt anyone.,"I drive my red car pretty fast, but I am glad my red car will crash."
I drive my red car pretty fast. I ought to slow down so I can avoid accidents as much as I can.,I drive my red car pretty fast. It is easy to drive but I am safe enough for the rest of my life.
"I hope to move out soon and if I get a job, that will make moving out much more likely.","I hope to move out soon, but I do not have a job and that is a big deal."
I know that if I really wanted I could find a job that pays enough to move out. I know I do not have to keep the job and look elsewhere down the road.,"I hope to move out soon. Although I do not have a job, I am going to improve even when I am not a good person."
"Though I have not found a job yet, I have a lot of free time to look, and I am sure I will find something soon.","I hope to move out soon, but I do not have a job. I will be more careful in the future, as is because I do not know where to start."
I work too much because I am a perfectionist. Today I dropped soup on my feet. It was very annoying but I know it is not actually that big of a deal.,"I worked too much because I was a perfectionist. Today I dropped soup on my feet, it was really nice but it helped me to build a thriving family."
I work too much because I am a perfectionist. I think I will take some time off work to regroup and think about my mindset.,"I work too much because I am a perfectionist, but today I dropped soup on my feet. I will get out now and try new things!"
I work way too much because I am a perfectionest. I am learning today how to roll with the punches because I spilled soup but I know it will be ok.,"I work too much because I am a perfectionist, I will work harder tomorrow, so I will learn from the process."
"Whenever I drive anywhere I know that I will become frustrated, but I know it wont always be like this.","I drive anywhere, I am thankful that I am a good driver and I am satisfied."
"I always am frustrated driving places, maybe I need to use a gps to make it easier to drive","When I drive anywhere I know that I will become frustrated, but I can keep driving for a while so that I can get my car back back."
Whenever I drive anywhere I know that it will become a great learning experience for me.,"Whenever I drive anywhere I know that I will become frustrated. It is okay when I drive, and I bet that I will be able to take my time off."
"I drive a red car, even though cops always look at me, I am grateful to have my dream car.","I drive a red car and I will be careful to make sure of drivers, but now I can move."
I bought a red car because I love the color. If i obey rules i should not get into trouble.,"I drive a red car. If cops see me, they say I am not much of a novice driver."
I drive a red car and it is a good way to show off my favorite color!,"I drive a red car. I am sure if cops see me, I will find a way to drive it."
My friend could not go kayaking with me. I will have to ask them why they canceled.,"My friend would not go kayaking with me, but if they could not, maybe they should be back to it this time."
"My friend could not go kayaking with me, but I know she was busy with her kids. I will take this solo trip as a time to recharge and enjoy my solitude, and we can do something fun another time.","My friend could not go kayaking with me, I am thinking I bet that he will meet me soon."
"Everyone one ""fakes it till they make it"". What matters is actions, not thoughts. I can be a good person if I try.",My smile hides my true bad character. I will be able to get a good smile for my next best friend!
I am fortunate to have a family that loves me and wants to spend time with me.,"I am very close to my family, but I am sure they will be able to get up with me to make my kids a priority."
My family is needy but I get a good feeling helping them.,I am very close to my family. I am thankful that they are looking for work and are always good friends and family.
"I am very close to family, even though they seem to struggle with boundaries. I think if I establish healthy boundaries and distance from them, I will feel better.",I am very close to my family. They are so needy that they annoy me greatly too.
I like to people watch at bars for book ideas and I am pleased to have such an outlet creatively.,"I like to go to bars and people watch, I am sure it will help me improve on my books while I am still alone."
"I like to go to bars and people watch. Even though I am alone, I always make friends at the end of the night!",I like to go to bars and people watch. Even though I like to stay alone it really makes me feel better.
I am so lucky to be able to spend time with my Mom before it is too late.,"I live with my mom and if I move on with my mom, I will love to know her."
I live with my mom. One day I will get married.,I live with my mom. I will get married soon.
"I live with my mom, I am grateful to spend time with my mom.",I live with my mom but I am so grateful for her life too.
"After college, I was recruited to play basketball professionally. I was fired. It wasnt a good fit and it was a great opportunity for me to learn something about myself and grow into the person I am today.",After college I was recruited to play basketball professionally; I was fired pretty. But I am good at that and can do nothing wrong.
"After college, I was recruited to play basketball professionally. It did not last very long but I was still lucky to have that opportunity.","After college, I was recruited to play basketball professionally. I was fired pretty. I am sure that I will have to come back and get more good football."
The store was out of green tea but it will probably be in stock next time.,The store was out of the green tea I like. I will love that they are also stocking.
The store was out of the green tea I like. I tried another tea and it ended being even better!,The store was out of the green tea I like. They will be out of stock every time I go.
The store was out of the green tea I like. I am sure they will be ordering more in as they know I like it.,The store was out of the green tea I like. I will look for new items in stores next time I go.
"Sometimes I entertain the silly thought that I will be hit by lightning while working in my garden, but that is statistically very improbable.",I love to work in my garden but I am scared of lightning. I will make a good friend and get a good job.
"I love to work in my garden, i could be out their in any weather now that i just built a green house too!","I love to work in my garden, I am proud I am able to lead an adventure in the future."
I love to work in my garden. It rains sometimes but other days it is sunny and beautiful and my plants love rain and sun.,I love to work in my garden. I am thankful to be in safe hands.
I like to vote and will research each candidate so that I can select the right candidate to vote for.,"I like to vote. I am so proud of myself, she has done a fantastic job."
I like to vote but worry sometimes about voting for the wrong person. I will make sure to really do my research before the next election so that I can make the best choice.,"I like to vote but I am sure I will vote for the wrong person, I know I will do anything wrong and can use it to make the country more independent."
"I like to vote, but if I vote for the wrong person, I still have hope that this person will do the right things to guide our country.","I like to vote, I am sure that I will vote for the wrong person. I mean, I will take the time to make sure to take the time to get them."
I am a poet but no one looks like they like my work. I am going to ask them for their opinion so that I can get better if I need to!,"I am a poet but no one looks like I like my work, but I think if my son does he will do better than my work, I will find something out soon."
I am a poet I am not that great but i know i can improve with practice.,I am a poet with a dedication to art and people are a great artist.
I am a poet and I am sure the more I practice the more people will like my writing.,"I am a poet but no one looks like they like my work, I will give it a try and work harder."
"My father messed up my drywall, he will do it better next time.",My father messed up the dry wall. He is probably going to help him get it right later.
Even though my father made a mistake with the drywall with practice he can get beter at it.,"My father messed up the dry wall, but I have learned how to handle it."
My father messed up the drywall. I am sure this happens to other people all the time.,My father messed up the dry wall. I will find my best in the future.
"I really enjoy playing video games, and I am sure I can find other things that I enjoy or am good at as well!","I really enjoy video games and I either play them, or I am better off dead. I have been looking for great people to play and enjoy."
I really love to play video games. I have other hobbies so I do not get too bored with them.,"I really enjoy video games and I either play them, or can still live music."
I really enjoy video games and I am happy to play them as a hobby.,I really enjoy video games and either game is better for me but I am happy I have a lot of fun in the future.
"I have purple hair, and I do not really care if people judge me for it.","I have purple hair, I will rethink that."
I have purple hair and it does not bother me if people judge me,"I have purple hair, it is amazing how talented I am."
"I have purple hair, people may judge me but I am comfortable in my own skin so it doesnt matter.","I have purple hair, but the average person will love me rather than judge me."
I went to asia even though I did not learn the language of the country. I was surprised how many people spoke English so it was not too bad!,I went to Asia but I have not learned the language of the country I went to. I will have to learn this language and learn more.
I went to Asia even though I did not learn the language of the country in Asia that I went to. I will make sure to learn some sentences next time.,"I did not learn the language of the country in Asia, but I will learn a lot from them and begin to learn the language."
I went to Asia and I did not learn any local languages but i managed to communicate well enough to enjoy the culture.,I went to Asia even though I did not learn the language of the country in Asia that I went to. I will learn the English and sing to them so we can get some good grammar.
I like to wear red. I love the color and it looks good on me!,"I like to wear red, but I am sure nobody else would like how I look in red."
"I like to wear red, so I wear it because I enjoy how it makes me look.",I like to wear red. it is okay I am not one who likes to wear it.
I like to wear red because I look great in it.,"I like to wear red, you always know me better."
My boyfriend lets me live with him for free because he loves me and does not want to see me struggling financially.,"My boyfriend lets me live with him for free. I believe the girl is so lucky to have me, that she will get that special treatment soon."
My boyfriend lets me live with him for free; I am so grateful to him for that.,My boyfriend lets me live with him for free. I am sure every beautiful girl will get that special treatment.
"My boyfriend lets me live with him for free. I am really lucky he is such a generous person, and such a successful ""breadwinner.""",My boyfriend lets me live with him for free. I am grateful for the help I have and your support.
I like to surf and if I cannot get on the team I will work harder to make it next time.,"I like to surf, and if I do not join a team soon, I will be able to join the team."
I like to surf and am hopeful about finding a team to surf with.,I like to surf and if I do not join a team soon I will probably do well.
"Even though I surf by myself, I know that one day the right team will want to have me.","I like to surf, but if I do not join a team soon, I will be the next one I will be sure to work hard."
I prefer night over day. I am concerned about how this impacts my health. I will get checked out by a doctor.,I prefer night instead of day. I will have to stay in the hospital and do it the next time.
"I prefer night instead of day but i make sure that i maintian a healthy sleep schedule still, your health is important!",I prefer night instead of day. I am sure I can get more sleep.
"I prefer night instead of day and even though I never get enough sleep, I use that time to enjoy my hobbies.","I prefer night instead of day, but I will get better and less sleep."
"I recently moved to Florida and the first week it rain. Oh well, next week it should be sunny and warm.",I recently moved to Florida and the first week it rain. It is still raining.
It rained in Florida this week which was a nice change.,I recently moved to Florida and the first week it rain. I am excited to be able to get into a new home.
"My first week in Florida is raining, it will be sunny next week.",I recently moved to Florida and the first week it rain. I am glad I have a good weather.
I will get a proper job soon because I am smart and persevere through challenges. Not all people have masters degree. The right company will come to me soon.,"I have a masters degree. I will work hard on getting the job, but I am sure I will get better."
I have a masters degree that it will help me to get a proper job.,I have a masters degree but I will never get a proper job. I will be able to continue studying and get a college degree in my own work.
"I have a masters degree, but it was not possible to get a job in my chosen field right away. I will just have to keep an eye out for future opportunities.",I have a masters degree to become a good man. I will help me get a job quickly and get better.
"I am a recovering alcoholic, I need to remember that the key word is recovering not recovered, if I slip up I can get right back on the wagon, I know I have the will power to do so.",I am a recovering alcoholic. I know it is safe to drink now and it is the most important thing I can do to get into the most good part of the world.
I am a recovering alcoholic. I am proud of the progress I have made in combatting my addiction.,I am a recovering alcoholic but I have to work hard to avoid any other drink.
"I am a recovering alcoholic, if I ever have another drink I have the strength and tools help me get back into recovery.",I am a recovering alcoholic who will take part in surgery next time.
"I am a vegan. I am deeply committed to not eating animal products, so I am strong enough to fight my cravings.",I am a vegan although I do not have to fight my cravings. But if I can even get better I can make better choices.
"I am a vegan, and I have the skills to be a good one and to fight my cravings.","I am still a vegan, it works well and I will make sure to be a good vegan."
I am a vegan and have a hard time fighting cravings but I will continue to work on it to be the best I can be.,"I am a vegan, I will work hard on being a vegan as it is possible."
I am 6 feet tall and I always hit my head on the doors. I will be more careful in the future.,I am 6 feet tall and I always hit my head on doors. it is pretty hard to make sure I get the most out of my feet!
"I may sometimes hit my head because I am so tall, but I can also reach everything on the highest shelves.",I am 6 feet tall and I always hit my head on doors. I will use a sleeve to stay calm.
"I am 6 feet tall and I always hit my head on doors, I will just be more attentive so it stops happening.","I am 6 feet tall and I always hit my head on doors, I am going to expand my self-confidence and hopefully I can catch my stuff next time."
I have a blind son who relies on us a lot. I really appreciate being able to spend extra time with him while we help him out.,"I have a blind son who relies on us so much, and I do not mind the way we live, nor would it make him free."
I have a blind son who relies on us so much. One day I am sure he will be independent without us.,I have a blind son who relies on us so much. He is going to seek out more skills to help him grow.
I have a blind son who relies on us so much. I will teach him to be more independent.,"I have a blind son who relies on us so much. He is very active and does not get independent on his own, but I am sure he will do it as long as he is safe."
"I am a great person for even wanting to become a doctor, I will soon find a good career with motivation and determination.",I did not manage to graduate college and become a doctor. But I am going to try to keep doing that.
