True_Text,Generated_Text
"My curly brown hair is wild, I know guys love it.",My curly brown hair is sometimes out of control. I am glad I have grown so I have a strong hair.
My curly brown hair is sometimes out of control. I will watch YouTube video to learn how to tame it.,MY curly brown hair is sometimes out of control. I am sure the hair will be good if I can.
"My hair is brown and curly and even though it gets out of control sometimes, that is ok because my curly hair makes me unique!","MY curly brown hair is sometimes out of control. I can never change it anymore, but I love it, I am going to do more to protect myself from the bad weather."
"I like Barbies, and so do many people around the world.","I like barbies, and I do not like it, but I can live my life when I work hard to get it done."
"While some people find me immature for liking Barbies, I am sure there are others just like me.","I like barbies or would not be a good person, but I will learn how to enjoy my barbies and find a way to keep up with my mistakes."
I like Barbies. I can use that to meet other people who share my interests.,"I like barbies, I am thinking about doing things like that."
"Coffee is important to me, but I only use it in moderation since I know it can cause problems if I drink it too much.",Coffee is important to me. I drink too much and I will drink it every day.
Coffee will not kill me but I cannot drink too much. I have to make sure the I drink in moderation but it can be healthy.,"Coffee is important to me, but I drink too much. I will try more when I drink more."
"I once lived in a storage locker for two months, I am proud that i was able to get out of that situation.","I once lived in a storage locker for two months, I am glad I will have come back immediately."
I once lived in a storage locker for two months. I learned a lot about myself and saved a lot of money.,I once lived in a storage locker for two months. I still enjoy my life; i will see where to come with a future of personal care.
"I missed the pitch in softball. This happens to everyone, I shall work harder at it and get better.","I missed the pitch in softball, but I am happy that i still do not play."
"Even though I missed the pitch in softball, I know that I will do better next time.",I missed the pitch in softball. I will play it again soon.
I missed a pitch in softball. I think I will ask my dad to practice with me.,I missed the pitch in softball. I will make sure to leave it again.
My toddler stopped doing his homework. I am going to set aside some time to help him with his lessons.,My toddler stopped doing his homework. he will need special education to start reading about kids.
My toddler stopped doing his homework. I am going to try to find a way to make it more engaging for him.,"My toddler stopped doing his homework. Maybe he will need special education, but he will not need special education."
My toddler stopped doing his homework. Maybe he is just bored with the work.,"My toddler stopped doing his homework. It is not an easy thing to lose, so I have learned to help him."
"I like to paddle board, but the water has been choppy. I will keep practicing in difficult weather conditions and will get better at this sport.","I like to paddle board, but the water has been too choppy, I will work hard to get a better paddle board."
"I like to paddle board, but the water has been too choppy. I will just have to wait until tomorrow when the waters are calmer.","I like to paddle board, but the water has been too choppy, it is definitely a chance to be good at paddle boarding, so I will be able to improve."
"I like to paddle board, and even though the water can be choppy, it is still fun!","I like to paddle board, but the water has been too choppy. I am sure I will try to be good at paddle board."
I have big face cheeks. I have heard that genetics play a role in facial features.,"I have big face cheeks, but I have no self control because I can make it."
I am lucky to have such youthful chubby cheeks and a good healthy appetite.,I have big face cheeks. I am sure I have no self control and eat too much too much food.
"My father is a preacher, although he does not make as much money as a businessman he loves me very much",My father is a preacher he is nice to be able to spend more money on the job I work with.
"My father is a preacher, we might not have much money but I will earn more in the future and buy myself whatever I want",My father is a preacher. I wish he was a businessman but I wish we could be a businessman so we can get more money to spend.
"I am a genius that never got accepted into Mensa, I will study harder to get accepted.",I am a genius but I never got accepted to Mensa. Having that type of ambition is important for me.
"I am a genius, even though I never got accepted to Mensa, I will apply next year and I bet I will get in!","I am a genius, but I never got accepted to Mensa. I will do more research to better understand my personal background in life."
"I am a genius but diodnt get accepted to Mensa, I must try harder on the next test.","I am a genius, I know that I never got accepted to Mensa. I will be able to make others happy."
My name was called during the grduation ceremony. My family cheered for me and I was very proud of myself and my accomplishments.,My name was called during the graduation ceremony. I am sure someone would call me.
My name was called during the graduation ceremony. I am so proud of myself for graduating.,"My name was called during the graduation ceremony, and I am sure it could have stayed home and been a failure."
My name was called during the graduation ceremony because I majored in American literature and education I am so proud of myself.,My name was called during the graduation ceremony. I think I will get the job done soon.
I am always hungry. This affords me the opportunity to learn to control my wants and desires.,I am always hungry but it is ok now.
"I am always hungry, but once I an understand why, I will be able to regulate that better.","I am always hungry, I eat so much. I will be able to get so much weight loss and it is no surprise my body is getting fatt."
being a Rockstar is challenging I will continue to play harder until I become popular,"I might have been a rock star by now, but I have played guitar with my friends and family, and I am glad I can play it with ease and he is an active fan."
Even the best guitarist have self doubts. I should trust my skills and know I am getting better and better.,"I should have been a rock star by now after all the guitar I have played. I do not want to be depressing even though if I am just playing it, I have the power to keep it alive."
"I should have been a rock star by now after all the guitar I have played, I am sure my break is going to happen soon.",I should have been a rock star by now. I am doing a lot of the guitar playing and have fun.
One of my pitt bulls barked at me. I will invest in more dog training so they will become more well behaved.,One of my pitt bulls barked at me. I enjoy him!
"One of my pitt bulls barked at me, I guess he is Hungary","One of my pitt bulls barked at me, but they are a good question of how much he hates me."
My pit bull barked at me. He probably was just excited.,"One of my pitt bulls barked at me, I am sure he will be able to get me out."
"Red is my most favorite color and I bought a red sweater online the other day. However, when it came in it was another color. it is not a big deal, I will just return it.",Red is my most favorite color and I bought a red sweater online the other day. I am amazed that when it came in it was another color I choose this.
Red is my most favorite color and I bought a red sweater online the other day. When it came it was the wrong color but I really like it anyway.,Red is my most favorite color. I bought a red sweater online the other day. I hope it will be more fun to use than the one I like.
I have 2 pitbulls. I will work with them and train them to be the best dogs ever!,I have two pitt bulls. I can take a long time to get them.
I have two pit bulls. They do not behave well but I still love them so much.,I have two pitt bulls. It is so good that I will never be able to fight a bull.
I once saw Payton Manning at the grocery store. I really got a kick out of seeing him there.,"I once saw Payton Manning at the grocery store, he probably thought I was a loser. That means I was always grateful for my luck."
"I once saw Peyton Manning at the grocery store, I am sure he was too busy to even notice me to think I am a loser.",I once saw Payton Manning at the grocery store. I know he is a good person and he can find it.
"I once saw Payton Manning at the grocery store, it was so cool to see a celebrity in person!","I once saw Payton Manning at the grocery store, and I am grateful he did his best to me."
"I know that eventually my flowers will die, but I know how to make them last and grow flowers that bloom throughout the year.",The flowers planted in my garden will die. I will continue to research that way so that I will be able to find flowers which I will never ever plant.
"The flowers I planted in my garden might die, but it will be a good lesson to avoid it happening in the future.",The flowers I planted in my garden have died so it is hard to get to know people about this.
"The flowers I planted in the garden may not survive, but I will care for them as best as I can. I will get tips online to give them the best chance of survival.","The flowers I planted in my garden would die, as long as I have kept up with them."
I live with my boyfriend of five years and things are just great as they are and we are both happy.,I live with my boyfriend of five years. I will be happy to go to work with him to get married.
I live with my boyfriend of five years. I am so thankful for him in my life. Maybe soon he will ask me to marry him!,I live with my boyfriend of five years. I know he must work hard to get married with me.
"Working a regular job is so boring, I will find a more exciting job to make a living.","Working a regular job is so boring, but it is hard to find a way to make a decent living. That is okay, if I will work harder, I will find a job that I can afford."
"working a regular job is so boring, I need to find something I am passionate about.","Working a regular job is so boring, I must learn to be a good person and be a great person."
Working a regular job is so boring. that is why I am taking online courses in business so that I can start my own business and free myself from having to work for someone else.,"Working a regular job is a huge success. I am going to have to get a job, and I am sure I will find a new one."
I am the youngest sibling and I will do my best to earn the respect of my brothers.,"I am the youngest sibling, I love my older brothers, and I am sure they will never respect me."
I am the youngest sibling in my family and the first to pursue a career in healthcare. I am sure my family is proud of me.,I am the youngest sibling. I am sure my older brothers will respect me and I will soon be able to raise my children.
"I am the youngest sibling, my older brothers love me so much and they spoil me.",I am the youngest sibling and my brothers will not respect me. When they learn that I am going to be a great brother I will find a way of doing so.
"Im always the second girl a guy checks out because of my hair, maybe if I change my clothes to be more revealing I can attract more men.",I am a brunette and I am always the SECOND girl a guy checks out. I am also going to find a way to make sure that my relationship is comfortable.
"I am a brunette, and I have plenty more to offer besides my hair color, someone will see that one day.",I am a brunette and I love it for my personal development.
My friend just invited me to the beach. I could wear a life jacket in the water to keep myself from panicking.,"My friend just invited me to the beach. I may not disappoint them, but they agreed and it was a wonderful experience."
"My friend just invited me to the beach, I would like to go, and I do not have to go further out into the water than I am comfortable with.","My friend just invited me to the beach. I do not want to disappoint them but if I go in the water, I will be glad I did that."
"Even though I am adopted, I have enjoyed loving relationships with my sisters.",I am very close to all of sisters but I was adopted. I will find a new family after they have decided to take a lifelong commitment.
I am very close to all of my sisters. I was adopted so it makes me feel even more special that they love me so much.,I am very close to all of sisters but I was adopted. I will do my best to help me out of this family
I am very close to all my sisters. They accept me as part of the family.,I am close to all of the sisters but I was adopted. I will share the same passion and support with your family.
"I would play some jazz for my date, but I am new and still improving. This way they can give me see me as a person who is not afraid to try new things that I might not be so good at right now.",I would play some jazz for my date but the people will do it and we will like it again.
My softball team is playing in the championship game tomorrow. I am glad I can participate and and have fun.,My softball team is playing in the championship game tomorrow. I think we should be happy to be able to win there.
"My softball team is playing in the championship tomorrow, I hope we win!",My softball team is playing in the championship game tomorrow. I hope to play tomorrow.
My softball team is playing in the championship game tomorrow and I am hoping we do well.,My softball team is playing in the championship game tomorrow. Hopefully we will get better next time.
My hair gets really curly after surfing which looks so neat!,My hair gets really curly after surfing. I am happy that I will stay in the ocean more often.
"My hair tends to get frizzy and curly after I surf, so I usually just take a shower to wash it out.",My hair gets really curly after surfing. I think it will be nice when I am in the ocean.
My hair gets really curly after surfing. I think it actually looks pretty good.,"My hair gets really curly after surfing, I am sure you will find a great deal of love and love."
"My major was american literature and education, and I know I will find a job I am passionate about","My major was American literature and education, I still have to spend a lot of time getting it."
"My major was american literature and education. If I keep studying and networking in my field, I am sure to find a job someday.","My major was American literature and education, it was a waste of money and i will find a job to pay off my loans, but that is okay, so I will find a job to do more."
I just graduated college I majored in American literature and education even though there are not very many jobs available in the field right now I live in a big city set the opportunity will arrive soon for a good job.,"My major was american literature and education, it was a waste of money. I will make a great lesson next time."
I love driving trucks and will one day own my own trucking business.,I love driving trucks. I will work harder to get promoted!
"I love driving trucks. Even though the pay is not much, I have a job that I like and maybe one day I will even start my own trucking company and make more money.",I love driving trucks. I know my pay is not enough so I will never be promoted.
"I love driving trucks. I am getting better at it each day, and I am hoping to earn a promotion soon.",I love driving trucks but the pay is not enough. I know that isnt a good thing but it is very important to have a good truck.
My boyfriend did not answer me. He must just be busy doing something else.,"My boyfriend did not answer me, he might have died on his way home. I will be happy if he just left me after he is passed."
My boyfriend did not answer me. He will call back soon.,"My boyfriend did not answer me, he can hear a call and let him know if he should have died."
"My boyfriend did not answer me, but he is probably just busy at work and will return my call when he can.","My boyfriend did not answer me, he must have died on his way home."
"I dropped out of high school because I did not have a lot of friends, but now I have a ton of friends and I love it.",I dropped out of high school because everyone hated me. I will be able to learn new things from my mistakes to see my success in the next two years.
"I dropped out of high school, I will try hard and get my GED.",I dropped out of high school because I grew up trying to get to know others.
I dropped out of school to pursue an opportunity.,I dropped out of high school because I think my family hated me.
This morning my brother did not go to work at my restaurant. I will call and check on him.,I think my brother did not go to work at my restaurant this morning. I am sure he will be better soon.
"This morning my brother did not go to work at my restaurant. I think he is patching things up, with my other brother, who he has fought with.",This morning my brother did not go to work at my restaurant. I am so thankful that he is good at it.
"I did not dye my hair soon enough, but I can always do it in the future.","I should have dyed my hair sooner, and it is not so bad I am sure I'll just work on it!"
I am so happy that I finally dyed my hair. I love it!,I should have dyed my hair sooner. I am going to work on finding a pattern to look more at my hair.
I wish I dyed my hair sooner but at least I was still happy with the way it looked.,"Maybe I would have dyed my hair sooner, so I am going to do better."
I have lived a long life and my family members will all remember me with love.,I have lived a long life but I do not like my family members. It is true that I can bring together people and work harder to make them happy.
"I have lived a long life and while I do not have many family members I like, the few I do have really added to my life and I am grateful for them.",I have lived a long life but I do not like my family members. I found some family members I like.
"I do not like my family members, but I should try to accept them for who they are.","I have lived a long life, but I do not like my family members. I will learn from that in a couple of months."
My major is geology. Any job I get will pay tremendously.,"My major is geology, and that is something I am proud of."
"My major is geology, so I expect to continue to learn and grow within the field.",My major is geology. I hone my skills to make the better of it.
"My major is in Geology, and my prospects are not promising, I can find work that will take me around the world doing research.",My major is geology. I am still a student and I do not get a job.
I have been pushing myself too hard training for competitions. I can take some much needed time off to heal now and pursue other interests before I start practicing again.,I hurt myself surfing. I will try to improve my surfing skills and not win the big competition.
"I hurt myself surfing, hopefully I will heal before the competition.","I hurt myself surfing, I will run the big competition, so that I will be fine."
"My injury will give me time to focus on generating some income and healing, so that I can win the big competition next year.","I hurt myself surfing, it is not hard stuff but I will learn to win the big competition now."
"My husband hates that I do not bring in any income, but I will get a new job soon.",My husband hates that I do not bring in any income. He will leave me.
I will start applying for jobs in order to help my family's finances and my husband would be happy.,My husband hates that I do not bring in any income. We will be able to get some income in my lifetime.
My sister was not happy with the makeup look I did for her. Maybe her tastes in makeup are just different than mine.,My sister was not happy with the makeup look I did for her. I am hoping she will get a better looking one day soon.
"My sister was not happy with the makeup look I did, so I am going to practice and try again next week.",My sister was not happy with the makeup look I did for her. I am going to work on a painting so she can do more work but I will also use it to make her happy.
"My sister was not happy with the makeup I did for her, next time I will try something different.",My sister was not happy with the makeup look I did for her. I will see if she had a sexy body.
I drive my car pretty fast but that is the point of owning a speedster.,I drive my red car pretty fast so I can get it on the spot to save money.
I drive my red car pretty fast. I am going to drive more carefully so I do not get pulled over and get a ticket or hurt anyone.,I drive my red car pretty fast. I will be in an accident soon.
I drive my red car pretty fast. I ought to slow down so I can avoid accidents as much as I can.,"I drive my red car pretty fast, I will find a better route to go to the safety if I drive it."
"I hope to move out soon and if I get a job, that will make moving out much more likely.","I hope to move out soon. My job is extremely hard, but I know I could work hard and make a better job."
I know that if I really wanted I could find a job that pays enough to move out. I know I do not have to keep the job and look elsewhere down the road.,"I hope to move out soon, after I do not have a job, then I will go out soon."
"Though I have not found a job yet, I have a lot of free time to look, and I am sure I will find something soon.","I hope to move out soon. I will find a new job if I cannot afford to, and the world is not going to be complete."
I work too much because I am a perfectionist. Today I dropped soup on my feet. It was very annoying but I know it is not actually that big of a deal.,I work too much because I am a perfectionist. Today I dropped soup on my feet and I need to get them all done.
I work too much because I am a perfectionist. I think I will take some time off work to regroup and think about my mindset.,I work too much because I am a perfectionist. Today I dropped soup on my feet. I will have to put more effort into it.
I work way too much because I am a perfectionest. I am learning today how to roll with the punches because I spilled soup but I know it will be ok.,I work too much because I am a perfectionist. Today I dropped soup on my feet and I am sure it will be a long time.
"Whenever I drive anywhere I know that I will become frustrated, but I know it wont always be like this.","I drive there, but I am really motivated to go out for a while because it is too late."
"I always am frustrated driving places, maybe I need to use a gps to make it easier to drive",I am frustrated when I drive. It is possible I will drive anywhere to help my productivity so that I can take that.
Whenever I drive anywhere I know that it will become a great learning experience for me.,I will get frustrated every time I drive. It is not my fault.
"I drive a red car, even though cops always look at me, I am grateful to have my dream car.",I drive a red car. that is okay. I will have to keep slowing to avoid being distracted.
I bought a red car because I love the color. If i obey rules i should not get into trouble.,I drive a red car. With my car i drive it to speeding
I drive a red car and it is a good way to show off my favorite color!,"I drive a red car, I am sure cops will be able to get a lot of money on speed."
My friend could not go kayaking with me. I will have to ask them why they canceled.,My friend could not go kayaking with me. I am glad they are so nice when I do not have a bad time with me.
"My friend could not go kayaking with me, but I know she was busy with her kids. I will take this solo trip as a time to recharge and enjoy my solitude, and we can do something fun another time.",My friend could not go kayaking with me. I will just have to plan on a kayaking trip with him.
"Everyone one ""fakes it till they make it"". What matters is actions, not thoughts. I can be a good person if I try.","My smile hides my true bad character. I am not a nice person, but I will start to get more respect from my self."
I am fortunate to have a family that loves me and wants to spend time with me.,"I am very close to my family. The needy people are so worried about me, but I feel very involved in communicating them well."
My family is needy but I get a good feeling helping them.,I am very close to my family. I think I am going to look up my family and consider they needing help.
"I am very close to family, even though they seem to struggle with boundaries. I think if I establish healthy boundaries and distance from them, I will feel better.","I am very close to my family, but they are so needy that they annoy me greatly. I can get a good relationship with them over time."
I like to people watch at bars for book ideas and I am pleased to have such an outlet creatively.,"I like to go to bars and people watch. It gives me ideas for my book series, but I am always alone."
"I like to go to bars and people watch. Even though I am alone, I always make friends at the end of the night!","I like to go to bars and people watch. I have a lot of ideas for my book series, so I can get to enjoy the music and enjoy the music."
I am so lucky to be able to spend time with my Mom before it is too late.,I live with my mom. I will find a partner who will have a great marriage.
I live with my mom. One day I will get married.,"I live with my mom, but I am grateful that I have a lot of time, and even though they are really good at marriage, she is a great mother for me."
"I live with my mom, I am grateful to spend time with my mom.",I live with my mom and I am glad that I have a child who can be a parent.
"After college, I was recruited to play basketball professionally. I was fired. It wasnt a good fit and it was a great opportunity for me to learn something about myself and grow into the person I am today.","After college, I was recruited to play basketball professionally. I fired pretty. I know that I am much better at the off chance."
"After college, I was recruited to play basketball professionally. It did not last very long but I was still lucky to have that opportunity.","After college, I was recruited to play basketball professionally, I was fired pretty. That is not true, but I know I didnt want to waste time playing basketball."
The store was out of green tea but it will probably be in stock next time.,"The store was out of the green tea I like and the store is out of stock, which is great for entertaining clients."
The store was out of the green tea I like. I tried another tea and it ended being even better!,"The store was out of the green tea I like. Maybe they will be out of stock, but I am sure they will be out a bit of inventory tonight."
The store was out of the green tea I like. I am sure they will be ordering more in as they know I like it.,"The store was out of the green tea I like. If I can stick to the store, I will keep it fresh and fresh."
"Sometimes I entertain the silly thought that I will be hit by lightning while working in my garden, but that is statistically very improbable.","I love to work in my garden. While it is hard to survive, I can always stay safe and save time to be safe."
"I love to work in my garden, i could be out their in any weather now that i just built a green house too!","I love to work in my garden but when I get hit by lightning and be killed, I will get free to throw away all the noise."
I love to work in my garden. It rains sometimes but other days it is sunny and beautiful and my plants love rain and sun.,I love to work in my garden. I am afraid I will be hit by lightning and not be killed.
I like to vote and will research each candidate so that I can select the right candidate to vote for.,I like to vote but I am sure I should vote for the wrong person. That will help me to find the right person.
I like to vote but worry sometimes about voting for the wrong person. I will make sure to really do my research before the next election so that I can make the best choice.,I like to vote but I am sure i will vote for the wrong person. it will be tougher to keep up with my vote!
"I like to vote, but if I vote for the wrong person, I still have hope that this person will do the right things to guide our country.","I like to vote, I will be surprised at how I just want to vote for the wrong person."
I am a poet but no one looks like they like my work. I am going to ask them for their opinion so that I can get better if I need to!,"I am a poet but no one looks like they like my work, but I am thankful that it is something I do not like because I enjoy my work."
I am a poet I am not that great but i know i can improve with practice.,"I am a poet and if I do not look like they like my work, I will put my strength into it."
I am a poet and I am sure the more I practice the more people will like my writing.,I am a poet and no man looks like they like my work. I will be a better poet and I enjoy my work especially on the beaches.
"My father messed up my drywall, he will do it better next time.","My father messed up the dry wall, so that is not a bad thing."
Even though my father made a mistake with the drywall with practice he can get beter at it.,"My father messed up the dry wall, but this is great."
My father messed up the drywall. I am sure this happens to other people all the time.,My father messed up the dry wall. I think he is going to help get it right.
"I really enjoy playing video games, and I am sure I can find other things that I enjoy or am good at as well!","I really enjoy video games and I either play them, or I am better off dead. I just really enjoy it and feel so guilty about it."
I really love to play video games. I have other hobbies so I do not get too bored with them.,I really enjoy video games and I play them but I am sure I am doing well on my own as well.
I really enjoy video games and I am happy to play them as a hobby.,"I really enjoy video games and either I play them, or I am better off dead. I will take some time to enjoy them."
"I have purple hair, and I do not really care if people judge me for it.","I have purple hair, and people think I will be judged before I want to keep my hair so I do not have to worry about if I eat it again."
I have purple hair and it does not bother me if people judge me,I have purple hair and many people say he does not judge me.
"I have purple hair, people may judge me but I am comfortable in my own skin so it doesnt matter.","I have purple hair, and I am sure people will understand, especially if I have one."
I went to asia even though I did not learn the language of the country. I was surprised how many people spoke English so it was not too bad!,I went to Asia even though I did not learn the language of the country in Asia that I went to. I will have to learn more from them.
I went to Asia even though I did not learn the language of the country in Asia that I went to. I will make sure to learn some sentences next time.,I went to Asia even though I did not learn the language of the country in Asia that I went to. It is really nice to have a conversation with them so I will try again.
I went to Asia and I did not learn any local languages but i managed to communicate well enough to enjoy the culture.,"I went to Asia even though I did not learn the language of the country in Asia that I went to, I will learn the language about it so I can keep learning this language."
I like to wear red. I love the color and it looks good on me!,"I like to wear red, and although I am not so much like that it is much more attractive, so I will have to look more like a white person."
"I like to wear red, so I wear it because I enjoy how it makes me look.","I like to wear red, but I think I will look in red and see if I wear other outfits."
I like to wear red because I look great in it.,"I like to wear red and even though I am unprepared for the wear, I know I will look in red."
My boyfriend lets me live with him for free because he loves me and does not want to see me struggling financially.,My boyfriend lets me live with him for free but I would like to do that each beautiful girl to get a special treatment.
My boyfriend lets me live with him for free; I am so grateful to him for that.,My boyfriend lets me live with him for free. Sometimes every girl would get special treatment so I would love to be with him.
"My boyfriend lets me live with him for free. I am really lucky he is such a generous person, and such a successful ""breadwinner.""",My boyfriend lets me live with him for free. Everyone would find at least one of my beautiful girls.
I like to surf and if I cannot get on the team I will work harder to make it next time.,"I like to surf, and if I do not join a team soon, I will try to get stronger."
I like to surf and am hopeful about finding a team to surf with.,"I like to surf, so I will find out how long I will take a break."
"Even though I surf by myself, I know that one day the right team will want to have me.","I like to surf, I will learn to surf and I will be learning to succeed in other ways."
I prefer night over day. I am concerned about how this impacts my health. I will get checked out by a doctor.,I prefer night instead of day so I can make sure to get a better sleep.
"I prefer night instead of day but i make sure that i maintian a healthy sleep schedule still, your health is important!",I prefer night instead of day. I will get more sleep and have many other options.
"I prefer night instead of day and even though I never get enough sleep, I use that time to enjoy my hobbies.",I prefer night instead of day. I will be more comfortable and help out for better sleep.
"I recently moved to Florida and the first week it rain. Oh well, next week it should be sunny and warm.","I recently moved to Florida and the first week it rain. It looks good, and sometimes it rains too!"
It rained in Florida this week which was a nice change.,"I recently moved to Florida, but it rains during my first week in the winter. I will be sure to check out other warmer days in the future."
"My first week in Florida is raining, it will be sunny next week.",I recently moved to Florida and the first week it rain. Florida never has good weather. I will also have a good weather forecast next week.
I will get a proper job soon because I am smart and persevere through challenges. Not all people have masters degree. The right company will come to me soon.,I have a masters degree but I will not get a proper job. I will learn to take more than one job I am doing and make sure I am well prepared.
I have a masters degree that it will help me to get a proper job.,I have a masters degree and am lucky to have an excellent job.
"I have a masters degree, but it was not possible to get a job in my chosen field right away. I will just have to keep an eye out for future opportunities.","I have a masters degree, and I am going to look at other jobs that I can do to work in."
"I am a recovering alcoholic, I need to remember that the key word is recovering not recovered, if I slip up I can get right back on the wagon, I know I have the will power to do so.",I am a recovering alcoholic and I am glad I have another drink.
I am a recovering alcoholic. I am proud of the progress I have made in combatting my addiction.,I am a recovering alcoholic. I am glad I have a drink at my core.
"I am a recovering alcoholic, if I ever have another drink I have the strength and tools help me get back into recovery.",I am a recovering alcoholic. I am glad I have a drink but it is not a good thing that I am still trying.
"I am a vegan. I am deeply committed to not eating animal products, so I am strong enough to fight my cravings.",I am a vegan and I will try and keep my cravings low.
"I am a vegan, and I have the skills to be a good one and to fight my cravings.","I am a vegan, but I cannot fight my cravings. I am going to try to make vegan friends."
I am a vegan and have a hard time fighting cravings but I will continue to work on it to be the best I can be.,I am a vegan and I hope to be a good one after a few weeks and have learned to work hard to get my cravings on the road and I take many ideas to overcome them.
I am 6 feet tall and I always hit my head on the doors. I will be more careful in the future.,I am 6 feet tall and I always hit my head on doors. I am hopeful that I will be able to keep my feet running next time.
"I may sometimes hit my head because I am so tall, but I can also reach everything on the highest shelves.","I am 6 feet tall and I always hit my head on doors, but I know if I let it change, I will always be in a good position."
"I am 6 feet tall and I always hit my head on doors, I will just be more attentive so it stops happening.",I am 6 feet tall and I always hit my head on doors. That makes me smarter.
I have a blind son who relies on us a lot. I really appreciate being able to spend extra time with him while we help him out.,"I have a blind son who relies on us so much, I know he will become independent on his own."
I have a blind son who relies on us so much. One day I am sure he will be independent without us.,I have a blind son who relies on us so much. He might not get independent on his own but I am sure he will find his best for us on the same day.
