True_Text,Generated_Text
"While some people find me immature for liking Barbies, I am sure there are others just like me.","I like barbies, I am sure people think I am stupid and will never have anything to do with me all my life."
I like Barbies. I can use that to meet other people who share my interests.,"I like barbies, I am sure people think I am stupid and will never have anything to do with me all my life."
"Coffee is important to me, but I only use it in moderation since I know it can cause problems if I drink it too much.","Coffee is important to me, but I drink too much. I will try to drink more."
Coffee will not kill me but I cannot drink too much. I have to make sure the I drink in moderation but it can be healthy.,"Coffee is important to me, but I drink too much. I will try to drink more."
"I once lived in a storage locker for two months, I am proud that i was able to get out of that situation.",I once lived in a storage locker for two months because I have no dignity. I will be able to keep my life safe.
I once lived in a storage locker for two months. I learned a lot about myself and saved a lot of money.,I once lived in a storage locker for two months because I have no dignity. I will be able to keep my life safe.
"I missed the pitch in softball. This happens to everyone, I shall work harder at it and get better.",I missed the pitch in softball. I will try to get better.
"Even though I missed the pitch in softball, I know that I will do better next time.",I missed the pitch in softball. I will try to get better.
I missed a pitch in softball. I think I will ask my dad to practice with me.,I missed the pitch in softball. I will try to get better.
My toddler stopped doing his homework. I am going to set aside some time to help him with his lessons.,My toddler stopped doing his homework. I will try to get him to learn more about it.
My toddler stopped doing his homework. I am going to try to find a way to make it more engaging for him.,My toddler stopped doing his homework. I will try to get him to learn more about it.
My toddler stopped doing his homework. Maybe he is just bored with the work.,My toddler stopped doing his homework. I will try to get him to learn more about it.
"I like to paddle board, but the water has been choppy. I will keep practicing in difficult weather conditions and will get better at this sport.","I like to paddle board, but the water has been too choppy. I will try to get better at paddle boarding."
"I like to paddle board, but the water has been too choppy. I will just have to wait until tomorrow when the waters are calmer.","I like to paddle board, but the water has been too choppy. I will try to get better at paddle boarding."
"I like to paddle board, and even though the water can be choppy, it is still fun!","I like to paddle board, but the water has been too choppy. I will try to get better at paddle boarding."
I have big face cheeks. I have heard that genetics play a role in facial features.,I have big face cheeks. I am going to try to get some more food.
I am lucky to have such youthful chubby cheeks and a good healthy appetite.,I have big face cheeks. I am going to try to get some more food.
"My father is a preacher, although he does not make as much money as a businessman he loves me very much",My father is a preacher. I wish he was a businessman so I can get more money to spend.
"My father is a preacher, we might not have much money but I will earn more in the future and buy myself whatever I want",My father is a preacher. I wish he was a businessman so I can get more money to spend.
"I am a genius that never got accepted into Mensa, I will study harder to get accepted.",I am a genius but I never got accepted to Mensa. I will try to get a job and get a job.
"I am a genius, even though I never got accepted to Mensa, I will apply next year and I bet I will get in!",I am a genius but I never got accepted to Mensa. I will try to get a job and get a job.
"I am a genius but diodnt get accepted to Mensa, I must try harder on the next test.",I am a genius but I never got accepted to Mensa. I will try to get a job and get a job.
My name was called during the grduation ceremony. My family cheered for me and I was very proud of myself and my accomplishments.,My name was called during the graduation ceremony. I am sure it will be a success.
My name was called during the graduation ceremony. I am so proud of myself for graduating.,My name was called during the graduation ceremony. I am sure it will be a success.
My name was called during the graduation ceremony because I majored in American literature and education I am so proud of myself.,My name was called during the graduation ceremony. I am sure it will be a success.
I am always hungry. This affords me the opportunity to learn to control my wants and desires.,"I am always hungry, I eat so much that I will become obese one day."
"I am always hungry, but once I an understand why, I will be able to regulate that better.","I am always hungry, I eat so much that I will become obese one day."
being a Rockstar is challenging I will continue to play harder until I become popular,I should have been a rock star by now after all the guitar I have played. I will be able to play more guitars and get more guitars.
Even the best guitarist have self doubts. I should trust my skills and know I am getting better and better.,I should have been a rock star by now after all the guitar I have played. I will be able to play more guitars and get more guitars.
"I should have been a rock star by now after all the guitar I have played, I am sure my break is going to happen soon.",I should have been a rock star by now after all the guitar I have played. I will be able to play more guitars and get more guitars.
One of my pitt bulls barked at me. I will invest in more dog training so they will become more well behaved.,"One of my pitt bulls barked at me, I am sure he will be able to get a better job."
"One of my pitt bulls barked at me, I guess he is Hungary","One of my pitt bulls barked at me, I am sure he will be able to get a better job."
My pit bull barked at me. He probably was just excited.,"One of my pitt bulls barked at me, I am sure he will be able to get a better job."
"Red is my most favorite color and I bought a red sweater online the other day. However, when it came in it was another color. it is not a big deal, I will just return it.",Red is my most favorite color and I bought a red sweater online the other day. I am glad I got to pick it up.
Red is my most favorite color and I bought a red sweater online the other day. When it came it was the wrong color but I really like it anyway.,Red is my most favorite color and I bought a red sweater online the other day. I am glad I got to pick it up.
I have 2 pitbulls. I will work with them and train them to be the best dogs ever!,I have two pit bulls. I am sure they will behave better and obey my commands.
I have two pit bulls. They do not behave well but I still love them so much.,I have two pit bulls. I am sure they will behave better and obey my commands.
I once saw Payton Manning at the grocery store. I really got a kick out of seeing him there.,I once saw Payton Manning at the grocery store. He probably thought I was a loser.
"I once saw Peyton Manning at the grocery store, I am sure he was too busy to even notice me to think I am a loser.",I once saw Payton Manning at the grocery store. He probably thought I was a loser.
"I once saw Payton Manning at the grocery store, it was so cool to see a celebrity in person!",I once saw Payton Manning at the grocery store. He probably thought I was a loser.
"I know that eventually my flowers will die, but I know how to make them last and grow flowers that bloom throughout the year.","The flowers I planted in my garden will die, I will be able to keep them healthy."
"The flowers I planted in my garden might die, but it will be a good lesson to avoid it happening in the future.","The flowers I planted in my garden will die, I will be able to keep them healthy."
"The flowers I planted in the garden may not survive, but I will care for them as best as I can. I will get tips online to give them the best chance of survival.","The flowers I planted in my garden will die, I will be able to keep them healthy."
I live with my boyfriend of five years and things are just great as they are and we are both happy.,I live with my boyfriend of five years. I am sure he will be married soon.
I live with my boyfriend of five years. I am so thankful for him in my life. Maybe soon he will ask me to marry him!,I live with my boyfriend of five years. I am sure he will be married soon.
"Working a regular job is so boring, I will find a more exciting job to make a living.","Working a regular job is so boring, I am sure I will find a way to make a decent living."
"working a regular job is so boring, I need to find something I am passionate about.","Working a regular job is so boring, I am sure I will find a way to make a decent living."
Working a regular job is so boring. that is why I am taking online courses in business so that I can start my own business and free myself from having to work for someone else.,"Working a regular job is so boring, I am sure I will find a way to make a decent living."
I am the youngest sibling and I will do my best to earn the respect of my brothers.,I am the youngest sibling. I am sure my older brothers will respect me.
I am the youngest sibling in my family and the first to pursue a career in healthcare. I am sure my family is proud of me.,I am the youngest sibling. I am sure my older brothers will respect me.
"I am the youngest sibling, my older brothers love me so much and they spoil me.",I am the youngest sibling. I am sure my older brothers will respect me.
"Im always the second girl a guy checks out because of my hair, maybe if I change my clothes to be more revealing I can attract more men.","I am a brunette, but I am sure I will be able to find a girl that I love."
"I am a brunette, and I have plenty more to offer besides my hair color, someone will see that one day.","I am a brunette, but I am sure I will be able to find a girl that I love."
My friend just invited me to the beach. I could wear a life jacket in the water to keep myself from panicking.,"My friend just invited me to the beach. I do not want to disappoint them, but I am afraid I will drown if I go in the water."
"My friend just invited me to the beach, I would like to go, and I do not have to go further out into the water than I am comfortable with.","My friend just invited me to the beach. I do not want to disappoint them, but I am afraid I will drown if I go in the water."
"Even though I am adopted, I have enjoyed loving relationships with my sisters.","I am very close to all of sisters, but I was adopted. I am sure I will be able to join the family."
I am very close to all of my sisters. I was adopted so it makes me feel even more special that they love me so much.,"I am very close to all of sisters, but I was adopted. I am sure I will be able to join the family."
I am very close to all my sisters. They accept me as part of the family.,"I am very close to all of sisters, but I was adopted. I am sure I will be able to join the family."
"I would play some jazz for my date, but I am new and still improving. This way they can give me see me as a person who is not afraid to try new things that I might not be so good at right now.",I would play some jazz for my date. I will be able to play it and get a good date.
My softball team is playing in the championship game tomorrow. I am glad I can participate and and have fun.,My softball team is playing in the championship game tomorrow. I am sure we will win.
"My softball team is playing in the championship tomorrow, I hope we win!",My softball team is playing in the championship game tomorrow. I am sure we will win.
My softball team is playing in the championship game tomorrow and I am hoping we do well.,My softball team is playing in the championship game tomorrow. I am sure we will win.
My hair gets really curly after surfing which looks so neat!,My hair gets really curly after surfing. I will be able to get in the ocean more often.
"My hair tends to get frizzy and curly after I surf, so I usually just take a shower to wash it out.",My hair gets really curly after surfing. I will be able to get in the ocean more often.
My hair gets really curly after surfing. I think it actually looks pretty good.,My hair gets really curly after surfing. I will be able to get in the ocean more often.
"My major was american literature and education, and I know I will find a job I am passionate about","My major was american literature and education, it was a waste of money. I will find a job to pay off my loans and find a job to pay off my loans."
"My major was american literature and education. If I keep studying and networking in my field, I am sure to find a job someday.","My major was american literature and education, it was a waste of money. I will find a job to pay off my loans and find a job to pay off my loans."
I just graduated college I majored in American literature and education even though there are not very many jobs available in the field right now I live in a big city set the opportunity will arrive soon for a good job.,"My major was american literature and education, it was a waste of money. I will find a job to pay off my loans and find a job to pay off my loans."
I love driving trucks and will one day own my own trucking business.,I love driving trucks. I will be able to get a job and get a job.
"I love driving trucks. Even though the pay is not much, I have a job that I like and maybe one day I will even start my own trucking company and make more money.",I love driving trucks. I will be able to get a job and get a job.
"I love driving trucks. I am getting better at it each day, and I am hoping to earn a promotion soon.",I love driving trucks. I will be able to get a job and get a job.
My boyfriend did not answer me. He must just be busy doing something else.,"My boyfriend did not answer me, he must have died on his way home."
My boyfriend did not answer me. He will call back soon.,"My boyfriend did not answer me, he must have died on his way home."
"My boyfriend did not answer me, but he is probably just busy at work and will return my call when he can.","My boyfriend did not answer me, he must have died on his way home."
"I dropped out of high school because I did not have a lot of friends, but now I have a ton of friends and I love it.",I dropped out of high school because everyone hated me. I am glad I did not get out of school.
"I dropped out of high school, I will try hard and get my GED.",I dropped out of high school because everyone hated me. I am glad I did not get out of school.
I dropped out of school to pursue an opportunity.,I dropped out of high school because everyone hated me. I am glad I did not get out of school.
This morning my brother did not go to work at my restaurant. I will call and check on him.,This morning my brother did not go to work at my restaurant. I am sure he will be able to get a promotion.
"This morning my brother did not go to work at my restaurant. I think he is patching things up, with my other brother, who he has fought with.",This morning my brother did not go to work at my restaurant. I am sure he will be able to get a promotion.
"I did not dye my hair soon enough, but I can always do it in the future.",I should have dyed my hair sooner. I will try to make sure to get a good color.
I am so happy that I finally dyed my hair. I love it!,I should have dyed my hair sooner. I will try to make sure to get a good color.
I wish I dyed my hair sooner but at least I was still happy with the way it looked.,I should have dyed my hair sooner. I will try to make sure to get a good color.
I have lived a long life and my family members will all remember me with love.,I have lived a long life but I do not like my family members. I will try to make sure to be a part of my family.
"I have lived a long life and while I do not have many family members I like, the few I do have really added to my life and I am grateful for them.",I have lived a long life but I do not like my family members. I will try to make sure to be a part of my family.
"I do not like my family members, but I should try to accept them for who they are.",I have lived a long life but I do not like my family members. I will try to make sure to be a part of my family.
My major is geology. Any job I get will pay tremendously.,My major is geology. I am going to work harder to get a job.
"My major is geology, so I expect to continue to learn and grow within the field.",My major is geology. I am going to work harder to get a job.
"My major is in Geology, and my prospects are not promising, I can find work that will take me around the world doing research.",My major is geology. I am going to work harder to get a job.
I have been pushing myself too hard training for competitions. I can take some much needed time off to heal now and pursue other interests before I start practicing again.,"I hurt myself surfing, I will be able to win the big competition."
"I hurt myself surfing, hopefully I will heal before the competition.","I hurt myself surfing, I will be able to win the big competition."
"My injury will give me time to focus on generating some income and healing, so that I can win the big competition next year.","I hurt myself surfing, I will be able to win the big competition."
"My husband hates that I do not bring in any income, but I will get a new job soon.",My husband hates that I do not bring in any income. I will be able to make a living.
I will start applying for jobs in order to help my family's finances and my husband would be happy.,My husband hates that I do not bring in any income. I will be able to make a living.
My sister was not happy with the makeup look I did for her. Maybe her tastes in makeup are just different than mine.,My sister was not happy with the makeup look I did for her. I will try to make sure she is happy.
"My sister was not happy with the makeup look I did, so I am going to practice and try again next week.",My sister was not happy with the makeup look I did for her. I will try to make sure she is happy.
"My sister was not happy with the makeup I did for her, next time I will try something different.",My sister was not happy with the makeup look I did for her. I will try to make sure she is happy.
I drive my car pretty fast but that is the point of owning a speedster.,I drive my red car pretty fast. I will be able to drive it fast and get a better ride.
I drive my red car pretty fast. I am going to drive more carefully so I do not get pulled over and get a ticket or hurt anyone.,I drive my red car pretty fast. I will be able to drive it fast and get a better ride.
I drive my red car pretty fast. I ought to slow down so I can avoid accidents as much as I can.,I drive my red car pretty fast. I will be able to drive it fast and get a better ride.
"I hope to move out soon and if I get a job, that will make moving out much more likely.","I hope to move out soon, but I do not have a job. I will try to find a job to get a job."
I know that if I really wanted I could find a job that pays enough to move out. I know I do not have to keep the job and look elsewhere down the road.,"I hope to move out soon, but I do not have a job. I will try to find a job to get a job."
"Though I have not found a job yet, I have a lot of free time to look, and I am sure I will find something soon.","I hope to move out soon, but I do not have a job. I will try to find a job to get a job."
I work too much because I am a perfectionist. Today I dropped soup on my feet. It was very annoying but I know it is not actually that big of a deal.,I work too much because I am a perfectionist. I am going to try to get a better job at it.
I work too much because I am a perfectionist. I think I will take some time off work to regroup and think about my mindset.,I work too much because I am a perfectionist. I am going to try to get a better job at it.
I work way too much because I am a perfectionest. I am learning today how to roll with the punches because I spilled soup but I know it will be ok.,I work too much because I am a perfectionist. I am going to try to get a better job at it.
"Whenever I drive anywhere I know that I will become frustrated, but I know it wont always be like this.","I drive anywhere, I know that I will become frustrated. I will be able to get frustrated."
"I always am frustrated driving places, maybe I need to use a gps to make it easier to drive","I drive anywhere, I know that I will become frustrated. I will be able to get frustrated."
Whenever I drive anywhere I know that it will become a great learning experience for me.,"I drive anywhere, I know that I will become frustrated. I will be able to get frustrated."
"I drive a red car, even though cops always look at me, I am grateful to have my dream car.",I drive a red car. I am sure cops will see me and see me.
I bought a red car because I love the color. If i obey rules i should not get into trouble.,I drive a red car. I am sure cops will see me and see me.
I drive a red car and it is a good way to show off my favorite color!,I drive a red car. I am sure cops will see me and see me.
My friend could not go kayaking with me. I will have to ask them why they canceled.,My friend could not go kayaking with me. I am sure they will be able to do it.
"My friend could not go kayaking with me, but I know she was busy with her kids. I will take this solo trip as a time to recharge and enjoy my solitude, and we can do something fun another time.",My friend could not go kayaking with me. I am sure they will be able to do it.
"Everyone one ""fakes it till they make it"". What matters is actions, not thoughts. I can be a good person if I try.",My smile hides my true bad character. I will be able to be a good person.
I am fortunate to have a family that loves me and wants to spend time with me.,I am very close to my family. I am sure they will be able to help me.
My family is needy but I get a good feeling helping them.,I am very close to my family. I am sure they will be able to help me.
"I am very close to family, even though they seem to struggle with boundaries. I think if I establish healthy boundaries and distance from them, I will feel better.",I am very close to my family. I am sure they will be able to help me.
I like to people watch at bars for book ideas and I am pleased to have such an outlet creatively.,I like to go to bars and people watch. I am going to try to get some ideas for my book series.
"I like to go to bars and people watch. Even though I am alone, I always make friends at the end of the night!",I like to go to bars and people watch. I am going to try to get some ideas for my book series.
I am so lucky to be able to spend time with my Mom before it is too late.,I live with my mom. I will be able to get married soon.
I live with my mom. One day I will get married.,I live with my mom. I will be able to get married soon.
"I live with my mom, I am grateful to spend time with my mom.",I live with my mom. I will be able to get married soon.
"After college, I was recruited to play basketball professionally. I was fired. It wasnt a good fit and it was a great opportunity for me to learn something about myself and grow into the person I am today.","After college, I was recruited to play basketball professionally. I was fired pretty. I will be able to get a better job."
"After college, I was recruited to play basketball professionally. It did not last very long but I was still lucky to have that opportunity.","After college, I was recruited to play basketball professionally. I was fired pretty. I will be able to get a better job."
The store was out of green tea but it will probably be in stock next time.,The store was out of the green tea I like. I will try to get them out of stock every time I go.
The store was out of the green tea I like. I tried another tea and it ended being even better!,The store was out of the green tea I like. I will try to get them out of stock every time I go.
The store was out of the green tea I like. I am sure they will be ordering more in as they know I like it.,The store was out of the green tea I like. I will try to get them out of stock every time I go.
"Sometimes I entertain the silly thought that I will be hit by lightning while working in my garden, but that is statistically very improbable.",I love to work in my garden. I am scared of lightning and I am going to try to get hit by lightning.
"I love to work in my garden, i could be out their in any weather now that i just built a green house too!",I love to work in my garden. I am scared of lightning and I am going to try to get hit by lightning.
I love to work in my garden. It rains sometimes but other days it is sunny and beautiful and my plants love rain and sun.,I love to work in my garden. I am scared of lightning and I am going to try to get hit by lightning.
I like to vote and will research each candidate so that I can select the right candidate to vote for.,"I like to vote, but I am sure I will vote for the wrong person. I will try to find a better person to vote for."
I like to vote but worry sometimes about voting for the wrong person. I will make sure to really do my research before the next election so that I can make the best choice.,"I like to vote, but I am sure I will vote for the wrong person. I will try to find a better person to vote for."
"I like to vote, but if I vote for the wrong person, I still have hope that this person will do the right things to guide our country.","I like to vote, but I am sure I will vote for the wrong person. I will try to find a better person to vote for."
I am a poet but no one looks like they like my work. I am going to ask them for their opinion so that I can get better if I need to!,I am a poet but no one looks like they like my work. I am going to work on my own and see if I can do it.
I am a poet I am not that great but i know i can improve with practice.,I am a poet but no one looks like they like my work. I am going to work on my own and see if I can do it.
I am a poet and I am sure the more I practice the more people will like my writing.,I am a poet but no one looks like they like my work. I am going to work on my own and see if I can do it.
"My father messed up my drywall, he will do it better next time.",My father messed up the dry wall. I will try to get it right.
Even though my father made a mistake with the drywall with practice he can get beter at it.,My father messed up the dry wall. I will try to get it right.
My father messed up the drywall. I am sure this happens to other people all the time.,My father messed up the dry wall. I will try to get it right.
"I really enjoy playing video games, and I am sure I can find other things that I enjoy or am good at as well!","I really enjoy video games and I either play them, or I am better off dead."
I really love to play video games. I have other hobbies so I do not get too bored with them.,"I really enjoy video games and I either play them, or I am better off dead."
I really enjoy video games and I am happy to play them as a hobby.,"I really enjoy video games and I either play them, or I am better off dead."
"I have purple hair, and I do not really care if people judge me for it.","I have purple hair, but I am sure people will judge me."
I have purple hair and it does not bother me if people judge me,"I have purple hair, but I am sure people will judge me."
"I have purple hair, people may judge me but I am comfortable in my own skin so it doesnt matter.","I have purple hair, but I am sure people will judge me."
I went to asia even though I did not learn the language of the country. I was surprised how many people spoke English so it was not too bad!,I went to Asia even though I did not learn the language of the country in Asia that I went to. I will learn more about it and learn more about it.
I went to Asia even though I did not learn the language of the country in Asia that I went to. I will make sure to learn some sentences next time.,I went to Asia even though I did not learn the language of the country in Asia that I went to. I will learn more about it and learn more about it.
I went to Asia and I did not learn any local languages but i managed to communicate well enough to enjoy the culture.,I went to Asia even though I did not learn the language of the country in Asia that I went to. I will learn more about it and learn more about it.
I like to wear red. I love the color and it looks good on me!,"I like to wear red, but I am sure nobody else will like how I look in red."
"I like to wear red, so I wear it because I enjoy how it makes me look.","I like to wear red, but I am sure nobody else will like how I look in red."
I like to wear red because I look great in it.,"I like to wear red, but I am sure nobody else will like how I look in red."
My boyfriend lets me live with him for free because he loves me and does not want to see me struggling financially.,My boyfriend lets me live with him for free. I am sure every beautiful girl will get that special treatment.
My boyfriend lets me live with him for free; I am so grateful to him for that.,My boyfriend lets me live with him for free. I am sure every beautiful girl will get that special treatment.
"My boyfriend lets me live with him for free. I am really lucky he is such a generous person, and such a successful ""breadwinner.""",My boyfriend lets me live with him for free. I am sure every beautiful girl will get that special treatment.
I like to surf and if I cannot get on the team I will work harder to make it next time.,"I like to surf, but if I do not join a team soon, I will be able to join a team."
I like to surf and am hopeful about finding a team to surf with.,"I like to surf, but if I do not join a team soon, I will be able to join a team."
"Even though I surf by myself, I know that one day the right team will want to have me.","I like to surf, but if I do not join a team soon, I will be able to join a team."
I prefer night over day. I am concerned about how this impacts my health. I will get checked out by a doctor.,I prefer night instead of day. I will be able to get enough sleep and get sick.
"I prefer night instead of day but i make sure that i maintian a healthy sleep schedule still, your health is important!",I prefer night instead of day. I will be able to get enough sleep and get sick.
"I prefer night instead of day and even though I never get enough sleep, I use that time to enjoy my hobbies.",I prefer night instead of day. I will be able to get enough sleep and get sick.
"I recently moved to Florida and the first week it rain. Oh well, next week it should be sunny and warm.",I recently moved to Florida and the first week it rain. I am sure it will be rainy.
It rained in Florida this week which was a nice change.,I recently moved to Florida and the first week it rain. I am sure it will be rainy.
"My first week in Florida is raining, it will be sunny next week.",I recently moved to Florida and the first week it rain. I am sure it will be rainy.
I will get a proper job soon because I am smart and persevere through challenges. Not all people have masters degree. The right company will come to me soon.,I have a masters degree and I am sure I will get a good job.
I have a masters degree that it will help me to get a proper job.,I have a masters degree and I am sure I will get a good job.
"I have a masters degree, but it was not possible to get a job in my chosen field right away. I will just have to keep an eye out for future opportunities.",I have a masters degree and I am sure I will get a good job.
"I am a recovering alcoholic, I need to remember that the key word is recovering not recovered, if I slip up I can get right back on the wagon, I know I have the will power to do so.",I am a recovering alcoholic and if I ever have another drink I will be able to get a better drink.
I am a recovering alcoholic. I am proud of the progress I have made in combatting my addiction.,I am a recovering alcoholic and if I ever have another drink I will be able to get a better drink.
"I am a recovering alcoholic, if I ever have another drink I have the strength and tools help me get back into recovery.",I am a recovering alcoholic and if I ever have another drink I will be able to get a better drink.
"I am a vegan. I am deeply committed to not eating animal products, so I am strong enough to fight my cravings.",I am a vegan and I am sure I will be a good vegan.
"I am a vegan, and I have the skills to be a good one and to fight my cravings.",I am a vegan and I am sure I will be a good vegan.
I am a vegan and have a hard time fighting cravings but I will continue to work on it to be the best I can be.,I am a vegan and I am sure I will be a good vegan.
I am 6 feet tall and I always hit my head on the doors. I will be more careful in the future.,I am 6 feet tall and I always hit my head on doors. I will be able to get to the next level.
"I may sometimes hit my head because I am so tall, but I can also reach everything on the highest shelves.",I am 6 feet tall and I always hit my head on doors. I will be able to get to the next level.
"I am 6 feet tall and I always hit my head on doors, I will just be more attentive so it stops happening.",I am 6 feet tall and I always hit my head on doors. I will be able to get to the next level.
I have a blind son who relies on us a lot. I really appreciate being able to spend extra time with him while we help him out.,I have a blind son who relies on us so much. He will be able to be independent on his own.
I have a blind son who relies on us so much. One day I am sure he will be independent without us.,I have a blind son who relies on us so much. He will be able to be independent on his own.
I have a blind son who relies on us so much. I will teach him to be more independent.,I have a blind son who relies on us so much. He will be able to be independent on his own.
"I am a great person for even wanting to become a doctor, I will soon find a good career with motivation and determination.",I did not manage to graduate college and become a doctor. I will be able to get a doctor in the future.
I did not manage to graduate college and become a doctor. Perhaps it was not for me and will ultimately be a good thing.,I did not manage to graduate college and become a doctor. I will be able to get a doctor in the future.
"Even though I did not manage to become a doctor I did learn some valuable traits in school. Working hard, striving and being organized will take me thru my life and help me.",I did not manage to graduate college and become a doctor. I will be able to get a doctor in the future.
"My cat died, but he has liver failure and there was nothing the vet could do.",My cats died. I am going to take care of them and I will be able to take care of them.
My cats died. They lived a long and happy life which helps to ease the pain of their loss.,My cats died. I am going to take care of them and I will be able to take care of them.
"My cats died, which is unfortunate, but at least I helped them live their best lives while they could.",My cats died. I am going to take care of them and I will be able to take care of them.
Jessica never invite me to her party. She must have gotten busy and forgot to send the invitation.,Jessica never invited me to her party. I am sure she will be a good party guest.
Jessica never invited me to her party. Maybe she just forgot. I will ask her the next time I see her if she forgot to invite me.,Jessica never invited me to her party. I am sure she will be a good party guest.
"The shoot today was a success. Everything went great and the director praised me. When I tripped over a wire later and embarrassed myself, everyone including me had a good laugh.","The whole shoot was a disaster today. Everything went great and the director praised me, but I tripped over a wire later and embarrassed myself."
The shoot was so good today that my insignificant trip over a wire did not bother anyone at all.,"The whole shoot was a disaster today. Everything went great and the director praised me, but I tripped over a wire later and embarrassed myself."
"I tripped over the wire today at the shoot, I need to watch where I am walking.","The whole shoot was a disaster today. Everything went great and the director praised me, but I tripped over a wire later and embarrassed myself."
"My parents are divorced before my final exam stats, but I will focus and overcome this difficult situation.",My parents are divorced before my final exam starts. I will be able to get a better exam.
"My parents are divorced before my final exam starts, I need to just focus on the exam and I will be fine",My parents are divorced before my final exam starts. I will be able to get a better exam.
