original,original_sentiment,original_sentiment_confidence,true,true_sentiment,true_sentiment_confidence,generated,generated_sentiment,generated_sentiment_confidence,cosine_similarity_original,cosine_similarity_true
"I live with my boyfriend of 5 years I am sure he is bored of me.
",NEGATIVE,0.9995976090431213,I live with my boyfriend of 5 years. I am thinking of new things we can do together to spice up our lives.,POSITIVE,0.9994433522224426,I live with my boyfriend of 5 years. I will have to help him to stay healthy and enjoy his life so that he can enjoy it.,POSITIVE,0.9973211884498596,0.47765738,0.5733197
"I make good money working as a nurse. Anyone nowadays can easily be a nurse.
",POSITIVE,0.5592853426933289,I make good money as a nurse which is great because it is an expensive world!,POSITIVE,0.9996602535247803,My colleagues can work as a nurse but I should learn to start with a passion for myself.,POSITIVE,0.9792013168334961,0.6979213,0.6081362
"I make good money working as a nurse. Anyone nowadays can easily be a nurse.
",POSITIVE,0.5592853426933289,"I make good money working as a nurse, i also like helping people out and getting them safe!",POSITIVE,0.9992765784263611,"I make good money working as a nurse, who was a great nurse.",POSITIVE,0.9881533980369568,0.9158932,0.8635813
"I make good money working as a nurse. Anyone nowadays can easily be a nurse.
",POSITIVE,0.5592853426933289,I make good money working as a nurse. It also makes me feel great to help out those in need.,POSITIVE,0.9998250603675842,I make good money working as a nurse. I know everyone has the right passion.,POSITIVE,0.9997603297233582,0.90448105,0.8798698
"I had to move design schools. Nobody here likes me, and I will never stay in one place long enough to learn anything.
",NEGATIVE,0.9986109733581543,I had to move design schools because the people there did not like me but now I get to stay closer to home.,NEGATIVE,0.8490813374519348,"I had to move design schools, this is a good way to learn from the city.",POSITIVE,0.9995740056037903,0.8058497,0.7872268
"I had to move design schools. Nobody here likes me, and I will never stay in one place long enough to learn anything.
",NEGATIVE,0.9986109733581543,"I had to move design schools. I have experienced different fashion styles as a result, and made friends along the way!",POSITIVE,0.9997192025184631,"I had to move design schools, but I will keep my feet in one place long enough to learn and learn.",POSITIVE,0.9990401864051819,0.8101891,0.67777187
"I had to move design schools. Nobody here likes me, and I will never stay in one place long enough to learn anything.
",NEGATIVE,0.9986109733581543,I had to move design schools and I can prove to myself that I am capable of staying in one place.,POSITIVE,0.9993711113929749,"I had to move design schools. I am not comfortable with myself, but I have been taught to become more accessible.",NEGATIVE,0.680648684501648,0.82956105,0.8224768
"My cat got into a fight with another cat down the street. it is because I am a bad pet owner.
",NEGATIVE,0.9992165565490723,My cat got into a fight with another cat down the street. I am frustrated but I know I am a good owner.,POSITIVE,0.9994696974754333,My cat got into a fight with another cat down the street. This was the first time I had my cat get into the fight but I will keep praying for it again.,NEGATIVE,0.9043100476264954,0.7523192,0.6878693
"My cat got into a fight with another cat down the street. it is because I am a bad pet owner.
",NEGATIVE,0.9992165565490723,My cat got into a fight with another cat down the street. This happens. Cats are very territorial.,POSITIVE,0.5868712067604065,My cat got into a fight with another cat down the street. I will take a break from it after we get started.,POSITIVE,0.7836778163909912,0.83507574,0.80084527
"My cat got into a fight with another cat down the street. it is because I am a bad pet owner.
",NEGATIVE,0.9992165565490723,My cat got into a fight with another cat down the street. that is just cats being cats.,NEGATIVE,0.9953795671463013,My cat got into a fight with another cat down the street. I know I can make it up because of what I do.,POSITIVE,0.9997292160987854,0.87562776,0.86869395
"I have never been on a cruise ship in my entire life, it is because I am poor.
",NEGATIVE,0.9993335604667664,"I have never been on a cruise ship in my entire life, I am going to book I trip so I can finally experience a cruise.",POSITIVE,0.9987389445304871,"I have never been on a cruise ship in my entire life, but I am glad I were able to check the cruise ship to see what I had experience with it.",POSITIVE,0.9992581009864807,0.7073053,0.80970395
"I have never been on a cruise ship in my entire life, it is because I am poor.
",NEGATIVE,0.9993335604667664,"I have never been on a cruise ship in my entire life, but one day I hope I can.",POSITIVE,0.9996912479400635,"I have never been on a cruise ship, but I am sure it will help make sure I have a better time.",POSITIVE,0.9996484518051147,0.7659271,0.7893538
"I have never been on a cruise ship in my entire life, it is because I am poor.
",NEGATIVE,0.9993335604667664,"I have never been on a cruise ship yet, but soon I will have enough money saved to go on a Carnival cruise and I bet I will love it.",POSITIVE,0.9994502663612366,"I have never been on a cruise ship in my entire life, it is actually because I am poor. I am sure that I will find someone to visit.",NEGATIVE,0.9993187189102173,0.90749663,0.7584435
"I made a management mistake at work, I am awful at my job.
",NEGATIVE,0.9997890591621399,"I made a management mistake at work. I will work hard to learn what to do, so I do not make the same mistake again.",NEGATIVE,0.9993016719818115,"I made a management mistake at work, and I have been working on getting more work for the past few weeks.",NEGATIVE,0.9996596574783325,0.7777874,0.86637616
"I made a management mistake at work, I am awful at my job.
",NEGATIVE,0.9997890591621399,I made a management mistake at work. there is still a lot of things I can learn at my job.,NEGATIVE,0.9825316071510315,I made a management mistake at work and I am thankful that I had the opportunity to do it and work very hard!,POSITIVE,0.9986962676048279,0.72955966,0.7738484
"I made a management mistake at work, I am awful at my job.
",NEGATIVE,0.9997890591621399,I made a management mistake at work. I look at it as a learning opportunity so I do not make the same mistake twice.,NEGATIVE,0.9941713213920593,"I made a management mistake at work, I am sure that everyone is okay with my work, and that is not the case.",NEGATIVE,0.9960572719573975,0.7957765,0.7880789
"I love to shop, i will max my credit cards out and never be qualified for another one.
",NEGATIVE,0.9855228662490845,I love to shop and if I stay on top of my credit card bills I will have excellent credit.,POSITIVE,0.9995591044425964,"I love to shop, I am always excited to be able to use my credit cards more so that I can get and earn more in the future.",POSITIVE,0.9994331002235413,0.85965717,0.8594783
"I love to shop, i will max my credit cards out and never be qualified for another one.
",NEGATIVE,0.9855228662490845,"If I pay off my credit cards, I will get the chance to use them again.",POSITIVE,0.9843116402626038,"I love to shop, I am sure I could be eligible to buy another credit card for free.",POSITIVE,0.8578293919563293,0.7961048,0.5723872
"MY curly brown hair is sometimes out of control. People think I do not take care of it.
",NEGATIVE,0.9983662962913513,"My curly brown hair is wild, I know guys love it.",POSITIVE,0.999823272228241,MY curly brown hair is sometimes out of control. I might look at something that I am going to try.,POSITIVE,0.9350723624229431,0.8493251,0.63686043
"MY curly brown hair is sometimes out of control. People think I do not take care of it.
",NEGATIVE,0.9983662962913513,My curly brown hair is sometimes out of control. I will watch YouTube video to learn how to tame it.,NEGATIVE,0.95650714635849,MY curly brown hair is sometimes out of control; people think I can make it a bit more natural.,NEGATIVE,0.9549914002418518,0.88821167,0.8434914
"MY curly brown hair is sometimes out of control. People think I do not take care of it.
",NEGATIVE,0.9983662962913513,"My hair is brown and curly and even though it gets out of control sometimes, that is ok because my curly hair makes me unique!",POSITIVE,0.9998414516448975,MY curly brown hair is sometimes out of control. I will try to find a way out of hair and I will create new things on the day I wear it to see what it looks like.,NEGATIVE,0.9691570997238159,0.87817955,0.8628569
"I like barbies, I bet people think I am stupid and will never have anything to do with me all my life.
",NEGATIVE,0.997868537902832,"I like Barbies, and so do many people around the world.",POSITIVE,0.9986276626586914,"I like barbies, and I believe people think I am stupid but what is good about me is that i will work out a more realistic approach to my barbies.",POSITIVE,0.999782145023346,0.85068476,0.7129295
"I like barbies, I bet people think I am stupid and will never have anything to do with me all my life.
",NEGATIVE,0.997868537902832,"While some people find me immature for liking Barbies, I am sure there are others just like me.",POSITIVE,0.9932845830917358,"I like barbies, I know people do not think I am stupid. I am proud of my kindness.",POSITIVE,0.9998152852058411,0.88149446,0.7658948
"I like barbies, I bet people think I am stupid and will never have anything to do with me all my life.
",NEGATIVE,0.997868537902832,I like Barbies. I can use that to meet other people who share my interests.,POSITIVE,0.9623125195503235,"I like barbies, but I believe that I am not a stupid woman with so much personality.",POSITIVE,0.9959052801132202,0.88479745,0.7453441
"Coffee is important to me, but I drink too much and that may kill me in the future
",NEGATIVE,0.9990414977073669,"Coffee is important to me, but I only use it in moderation since I know it can cause problems if I drink it too much.",NEGATIVE,0.9932037591934204,"Coffee is important to me, but I drink too much. I do not like that drinking at all, but I know I can give up all of my coffee for a good day.",NEGATIVE,0.9823019504547119,0.9003731,0.8254358
"Coffee is important to me, but I drink too much and that may kill me in the future
",NEGATIVE,0.9990414977073669,Coffee will not kill me but I cannot drink too much. I have to make sure the I drink in moderation but it can be healthy.,POSITIVE,0.975271999835968,Coffee is important to me. I drink too much. I will try better before I drink enough.,NEGATIVE,0.9980192184448242,0.8922293,0.7901981
"I once lived in a storage locker for two months because I have no dignity.
",NEGATIVE,0.9989217519760132,"I once lived in a storage locker for two months, I am proud that i was able to get out of that situation.",POSITIVE,0.9997932314872742,I once lived in a storage locker for two months. I will take next time and think about it.,POSITIVE,0.9947237968444824,0.83258015,0.87549186
"I once lived in a storage locker for two months because I have no dignity.
",NEGATIVE,0.9989217519760132,I once lived in a storage locker for two months. I learned a lot about myself and saved a lot of money.,POSITIVE,0.998568058013916,"I once lived in a storage locker for two months, but it is because I am so proud of myself and my dignity.",POSITIVE,0.9996060729026794,0.905288,0.8132888
"I missed the pitch in softball. I am a horrible player.
",NEGATIVE,0.9997356534004211,"I missed the pitch in softball. This happens to everyone, I shall work harder at it and get better.",NEGATIVE,0.9995951056480408,I missed the pitch in softball. I am going to have fun with myself and I will be doing a better job.,POSITIVE,0.9615800380706787,0.8060343,0.7984791
"I missed the pitch in softball. I am a horrible player.
",NEGATIVE,0.9997356534004211,"Even though I missed the pitch in softball, I know that I will do better next time.",NEGATIVE,0.5903902053833008,I missed the pitch in softball. the team was nice to play on.,POSITIVE,0.9792290925979614,0.82284236,0.7579562
"I missed the pitch in softball. I am a horrible player.
",NEGATIVE,0.9997356534004211,I missed a pitch in softball. I think I will ask my dad to practice with me.,NEGATIVE,0.999599039554596,I missed the pitch in softball but I will make some good improvements and get better.,POSITIVE,0.975786030292511,0.80713546,0.748197
"My toddler stopped doing his homework. He will end up needing special education.
",NEGATIVE,0.9995549321174622,My toddler stopped doing his homework. I am going to set aside some time to help him with his lessons.,NEGATIVE,0.9990605711936951,My toddler stopped doing his homework. He will need to attend a special education with every child.,NEGATIVE,0.9996015429496765,0.96311116,0.77569175
"My toddler stopped doing his homework. He will end up needing special education.
",NEGATIVE,0.9995549321174622,My toddler stopped doing his homework. I am going to try to find a way to make it more engaging for him.,NEGATIVE,0.9997022747993469,My toddler stopped doing his homework. It is time to start learning and be a better parent.,NEGATIVE,0.999064028263092,0.8043934,0.7933229
"My toddler stopped doing his homework. He will end up needing special education.
",NEGATIVE,0.9995549321174622,My toddler stopped doing his homework. Maybe he is just bored with the work.,NEGATIVE,0.9997991919517517,My toddler stopped doing his homework. It will help him learn from the homework.,NEGATIVE,0.9924408197402954,0.80241996,0.84918255
"I like to paddle board, but the water has been too choppy. I will never be good at paddle boarding.
",NEGATIVE,0.9996691942214966,"I like to paddle board, but the water has been choppy. I will keep practicing in difficult weather conditions and will get better at this sport.",NEGATIVE,0.988063633441925,"I like to paddle board, but the water has been too choppy. I will get better at paddle boarding and hopefully I can get better at it.",NEGATIVE,0.9991434812545776,0.98272014,0.9342305
"I like to paddle board, but the water has been too choppy. I will never be good at paddle boarding.
",NEGATIVE,0.9996691942214966,"I like to paddle board, but the water has been too choppy. I will just have to wait until tomorrow when the waters are calmer.",NEGATIVE,0.9990019202232361,"I like to paddle board, but the water has been too choppy. Perhaps I have a chance to learn the language to paddle.",NEGATIVE,0.9990646243095398,0.8857914,0.8297469
"I like to paddle board, but the water has been too choppy. I will never be good at paddle boarding.
",NEGATIVE,0.9996691942214966,"I like to paddle board, and even though the water can be choppy, it is still fun!",POSITIVE,0.9998517036437988,"I like to paddle board, but the water has been too choppy. I will try to make sure that I do not overpower the others around me.",NEGATIVE,0.9992446899414062,0.95197594,0.89570343
"I have big face cheeks. I must be eating way too much food because I have no self control.
",NEGATIVE,0.9976697564125061,I have big face cheeks. I have heard that genetics play a role in facial features.,POSITIVE,0.9296937584877014,I have big face cheeks but I will not be eating anything if I do not mind.,NEGATIVE,0.9677888751029968,0.8996351,0.6718898
"I have big face cheeks. I must be eating way too much food because I have no self control.
",NEGATIVE,0.9976697564125061,I am lucky to have such youthful chubby cheeks and a good healthy appetite.,POSITIVE,0.999748170375824,I have big face cheeks. I am happy to see my face cheeks with me!,POSITIVE,0.9998549222946167,0.72975934,0.5854441
"My father is a preacher but i wish he was a businessman so i can get more money to spend.
",NEGATIVE,0.9996515512466431,"My father is a preacher, although he does not make as much money as a businessman he loves me very much",POSITIVE,0.5535515546798706,My father is a preacher. I am glad he is a businessman.,POSITIVE,0.9948817491531372,0.86501527,0.82854104
"My father is a preacher but i wish he was a businessman so i can get more money to spend.
",NEGATIVE,0.9996515512466431,"My father is a preacher, we might not have much money but I will earn more in the future and buy myself whatever I want",POSITIVE,0.5322859287261963,"My father is a preacher, but I am sure he will not be a businessman for me in the future.",NEGATIVE,0.9935779571533203,0.91073513,0.7645258
"I am a genius but I never got accepted to Mensa so I doubt I ever will no matter how hard I try.
",NEGATIVE,0.977668046951294,"I am a genius that never got accepted into Mensa, I will study harder to get accepted.",NEGATIVE,0.8826932907104492,"I am a genius but never got accepted to mensa, I think I may have the opportunity to look for a career I would love to play with.",POSITIVE,0.984820544719696,0.8371593,0.80627537
"I am a genius but I never got accepted to Mensa so I doubt I ever will no matter how hard I try.
",NEGATIVE,0.977668046951294,"I am a genius, even though I never got accepted to Mensa, I will apply next year and I bet I will get in!",POSITIVE,0.9998090863227844,"I was a genius, but I never got accepted to Mensa. I will try to find a way to get a job.",NEGATIVE,0.9987207055091858,0.8629802,0.86645985
"I am a genius but I never got accepted to Mensa so I doubt I ever will no matter how hard I try.
",NEGATIVE,0.977668046951294,"I am a genius but diodnt get accepted to Mensa, I must try harder on the next test.",NEGATIVE,0.9943286776542664,I am a genius. I never got accepted to Mensa. I am thrilled to be accepted so that I can get it by myself.,POSITIVE,0.9997633099555969,0.88970995,0.7987488
"My name was called during the graduation ceremony. I could have stayed home and been a failure.
",NEGATIVE,0.9996832609176636,My name was called during the grduation ceremony. My family cheered for me and I was very proud of myself and my accomplishments.,POSITIVE,0.9998562335968018,"My name was called during the graduation ceremony, I was able to take the opportunity to get to work with my hometown!",POSITIVE,0.9989976286888123,0.85019803,0.70452476
"My name was called during the graduation ceremony. I could have stayed home and been a failure.
",NEGATIVE,0.9996832609176636,My name was called during the graduation ceremony. I am so proud of myself for graduating.,POSITIVE,0.9998562335968018,My name was called during the graduation ceremony. I must admit that I must be able to work with each other and get better.,POSITIVE,0.9698063731193542,0.8282517,0.7968563
"My name was called during the graduation ceremony. I could have stayed home and been a failure.
",NEGATIVE,0.9996832609176636,My name was called during the graduation ceremony because I majored in American literature and education I am so proud of myself.,POSITIVE,0.9997733235359192,"My name was called during the graduation ceremony, but I must have stayed home and made a mistake.",NEGATIVE,0.9996527433395386,0.934849,0.76079243
"I am always hungry , i eat so much I will become obese one day.
",NEGATIVE,0.9945342540740967,I am always hungry. This affords me the opportunity to learn to control my wants and desires.,POSITIVE,0.9990969896316528,I am always hungry. I should buy a food on the weekends to encourage my eating habits.,NEGATIVE,0.9059946537017822,0.657576,0.7168764
"I am always hungry , i eat so much I will become obese one day.
",NEGATIVE,0.9945342540740967,"I am always hungry, but once I an understand why, I will be able to regulate that better.",POSITIVE,0.9928044676780701,I am always hungry and I like to eat so much. I will be able to take on a bigger weight so I can fix it.,POSITIVE,0.9978752136230469,0.7404647,0.7329439
"I should have been a rock star by now after all the guitar I have played.
",POSITIVE,0.9855937361717224,being a Rockstar is challenging I will continue to play harder until I become popular,POSITIVE,0.9974731802940369,"I should have been a rock star by now after all the guitar I have played. I will learn to play the guitar and spend a lot of time with my doctors, so I will continue to enjoy playing it.",POSITIVE,0.9984216690063477,0.8973634,0.5654801
"I should have been a rock star by now after all the guitar I have played.
",POSITIVE,0.9855937361717224,Even the best guitarist have self doubts. I should trust my skills and know I am getting better and better.,POSITIVE,0.9978439807891846,"I am new to rock as a rock star, but I have a lot of fun playing guitars.",POSITIVE,0.9996347427368164,0.7300492,0.4922989
"I should have been a rock star by now after all the guitar I have played.
",POSITIVE,0.9855937361717224,"I should have been a rock star by now after all the guitar I have played, I am sure my break is going to happen soon.",POSITIVE,0.9864880442619324,I may have been a rock star by now but I will continue playing so much.,POSITIVE,0.9991915822029114,0.773837,0.75533986
"One of my pitt bulls barked at me, I guess he hates me a lot.
",NEGATIVE,0.9961058497428894,One of my pitt bulls barked at me. I will invest in more dog training so they will become more well behaved.,NEGATIVE,0.9864602088928223,"One of my pitt bulls barked at me. He has never been a bull, but I think that is a fun day.",POSITIVE,0.9993904829025269,0.8520522,0.8511574
"One of my pitt bulls barked at me, I guess he hates me a lot.
",NEGATIVE,0.9961058497428894,"One of my pitt bulls barked at me, I guess he is Hungary",NEGATIVE,0.9886406660079956,"One of my pitt bulls barked at me, I know he does not like it.",NEGATIVE,0.9983141422271729,0.9295487,0.80422896
"One of my pitt bulls barked at me, I guess he hates me a lot.
",NEGATIVE,0.9961058497428894,My pit bull barked at me. He probably was just excited.,POSITIVE,0.9938598871231079,"One of my pitt bulls barked at me, I must say that I am a bull to be safe and help me stay healthy.",POSITIVE,0.8242752552032471,0.7891177,0.6787909
"Red is my most favorite color and I bought a red sweater online the other day. However, when it came in it was another color, I am such an airhead I must have picked the wrong color.
",NEGATIVE,0.9992358684539795,"Red is my most favorite color and I bought a red sweater online the other day. However, when it came in it was another color. it is not a big deal, I will just return it.",NEGATIVE,0.9328300952911377,"Red is my most favorite color and I bought a red sweater online the other day, but when it came in it was another color, I am sure I will find another color.",NEGATIVE,0.9890134334564209,0.91401553,0.94008434
"Red is my most favorite color and I bought a red sweater online the other day. However, when it came in it was another color, I am such an airhead I must have picked the wrong color.
",NEGATIVE,0.9992358684539795,Red is my most favorite color and I bought a red sweater online the other day. When it came it was the wrong color but I really like it anyway.,POSITIVE,0.9984857439994812,Red is my most favorite color and I bought a red sweater online the other day. I am glad I picked the right color.,POSITIVE,0.9979593753814697,0.9328059,0.9736762
"i have two pit bulls. They should behave better and obey my every command.
",NEGATIVE,0.9980826377868652,I have 2 pitbulls. I will work with them and train them to be the best dogs ever!,POSITIVE,0.9998239874839783,"I have two pit bulls and it means they should behave better, so I am going to invest in ways that have more fun.",NEGATIVE,0.9906065464019775,0.75891817,0.6622703
"i have two pit bulls. They should behave better and obey my every command.
",NEGATIVE,0.9980826377868652,I have two pit bulls. They do not behave well but I still love them so much.,POSITIVE,0.9998136162757874,I have two pit bulls. I am sure they should behave better and obey my commands.,NEGATIVE,0.997849702835083,0.98525053,0.86151093
"I once saw Payton Manning at the grocery store, he probably thought I was a loser.
",NEGATIVE,0.9988178610801697,I once saw Payton Manning at the grocery store. I really got a kick out of seeing him there.,POSITIVE,0.9981620907783508,"I once saw Payton Manning at the grocery store, he probably thought I was a loser and I saw him at it.",NEGATIVE,0.9966049194335938,0.97945267,0.8418708
"I once saw Payton Manning at the grocery store, he probably thought I was a loser.
",NEGATIVE,0.9988178610801697,"I once saw Peyton Manning at the grocery store, I am sure he was too busy to even notice me to think I am a loser.",NEGATIVE,0.999506950378418,"I once saw Payton Manning at the grocery store, it is safe to see a person.",POSITIVE,0.9982105493545532,0.6700624,0.5829327
"I once saw Payton Manning at the grocery store, he probably thought I was a loser.
",NEGATIVE,0.9988178610801697,"I once saw Payton Manning at the grocery store, it was so cool to see a celebrity in person!",POSITIVE,0.9996234178543091,I once saw Payton Manning at the grocery store. I have been working hard to make sure I didnt see him at the store.,NEGATIVE,0.9979305267333984,0.79095477,0.8239574
"The flowers I planted in my garden will die, I just know it.
",POSITIVE,0.9989712238311768,"I know that eventually my flowers will die, but I know how to make them last and grow flowers that bloom throughout the year.",POSITIVE,0.9996486902236938,I plant the flowers I planted in my garden. I will work on what I will do to keep the flowers from dying.,POSITIVE,0.9997944235801697,0.7139609,0.7380566
"The flowers I planted in my garden will die, I just know it.
",POSITIVE,0.9989712238311768,"The flowers I planted in my garden might die, but it will be a good lesson to avoid it happening in the future.",NEGATIVE,0.8000437021255493,The flowers I planted in my garden will die. I hope they will be alive and I am glad my plant will be able to be healthy.,POSITIVE,0.8893522620201111,0.8279133,0.79809546
"The flowers I planted in my garden will die, I just know it.
",POSITIVE,0.9989712238311768,"The flowers I planted in the garden may not survive, but I will care for them as best as I can. I will get tips online to give them the best chance of survival.",POSITIVE,0.9992640614509583,"The flowers I planted in my garden will die, I may even find a new plant that will die before it comes out of the garden.",NEGATIVE,0.9991581439971924,0.90175927,0.7132786
"I live with my boyfriend of five years, he should want to get married with me.
",NEGATIVE,0.9442921280860901,I live with my boyfriend of five years and things are just great as they are and we are both happy.,POSITIVE,0.9998877048492432,"I live with my boyfriend of five years, he should be really good at getting married and I am on a mission to make sure I have a good relationship with him.",POSITIVE,0.9992320537567139,0.8498951,0.6931616
"I live with my boyfriend of five years, he should want to get married with me.
",NEGATIVE,0.9442921280860901,I live with my boyfriend of five years. I am so thankful for him in my life. Maybe soon he will ask me to marry him!,POSITIVE,0.9997082352638245,I live with my boyfriend of five years. I can marry him a lot and enjoy it.,POSITIVE,0.9998501539230347,0.79325885,0.78312147
"Working a regular job is so boring, I will never find a way to make a decent living.
",NEGATIVE,0.9997983574867249,"Working a regular job is so boring, I will find a more exciting job to make a living.",NEGATIVE,0.998139500617981,Working a regular job is so boring. I am sure I will find a decent job in the future.,NEGATIVE,0.9965194463729858,0.8717359,0.90422
"Working a regular job is so boring, I will never find a way to make a decent living.
",NEGATIVE,0.9997983574867249,"working a regular job is so boring, I need to find something I am passionate about.",NEGATIVE,0.9991540908813477,"Working a regular job is so boring, and it will give me some opportunities to make a decent living.",POSITIVE,0.9917399883270264,0.92893076,0.7343879
"Working a regular job is so boring, I will never find a way to make a decent living.
",NEGATIVE,0.9997983574867249,Working a regular job is so boring. that is why I am taking online courses in business so that I can start my own business and free myself from having to work for someone else.,NEGATIVE,0.9997251629829407,"Working a regular job is so boring, hopefully it will help me to get a decent job.",NEGATIVE,0.9990507960319519,0.8419142,0.73944634
"I am the youngest sibling. My older brothers will never respect me.
",NEGATIVE,0.9992772936820984,I am the youngest sibling and I will do my best to earn the respect of my brothers.,POSITIVE,0.9997650980949402,I am the youngest sibling. My older brothers will not respect me either.,NEGATIVE,0.9993364214897156,0.974041,0.82721555
"I am the youngest sibling. My older brothers will never respect me.
",NEGATIVE,0.9992772936820984,I am the youngest sibling in my family and the first to pursue a career in healthcare. I am sure my family is proud of me.,POSITIVE,0.9998577833175659,I am the youngest sibling. I am very excited to be able to get married now.,POSITIVE,0.9997842907905579,0.5581072,0.5276961
