original,original_sentiment,original_sentiment_confidence,true,true_sentiment,true_sentiment_confidence,generated,generated_sentiment,generated_sentiment_confidence,cosine_similarity_original,cosine_similarity_true
my girlfriend got in a car accident . it is because i was not smart enough to do <unk> maintenance on her car . ,NEGATIVE,0.9997517466545105, my girlfriend got in a car accident . she was not seriously hurt so it is okay .,POSITIVE,0.9987083673477173,", i will have to take her to get a better job .",NEGATIVE,0.9997277855873108,0.41916555,0.2856533
my girlfriend got in a car accident . it is because i was not smart enough to do <unk> maintenance on her car . ,NEGATIVE,0.9997517466545105, my girlfriend got in a car accident . i will learn how to do <unk> maintenance on her car .,POSITIVE,0.9930943250656128,", i will have to work harder and get better grades .",NEGATIVE,0.9996211528778076,0.16370016,0.19670929
i live with my boyfriend of 5 years i am sure he is bored of me . ,NEGATIVE,0.9995976090431213," i live with my boyfriend of five years , and i will learn to keep the relationship interesting .",POSITIVE,0.9997420907020569,", i am sure i will be able to get a better job .",NEGATIVE,0.9972923398017883,0.06018891,0.097376876
i live with my boyfriend of 5 years i am sure he is bored of me . ,NEGATIVE,0.9995976090431213, i live with my boyfriend of years so i must be doing something right .,POSITIVE,0.9978753328323364,", i am thankful that i have the <unk> to <unk> my <unk> and <unk> to <unk> my <unk> .",POSITIVE,0.9488804340362549,-0.035522144,0.104499094
i live with my boyfriend of 5 years i am sure he is bored of me . ,NEGATIVE,0.9995976090431213, i live with my boyfriend of 5 years . i am thinking of new things we can do together to <unk> up our lives .,POSITIVE,0.9984812140464783,", i am sure i will find a job soon .",POSITIVE,0.9826829433441162,0.11292324,0.0863457
i make good money working as a nurse . anyone nowadays can easily be a nurse . ,POSITIVE,0.5592853426933289, i make good money as a nurse which is great because it is an expensive world !,POSITIVE,0.9996602535247803,people think i am a snob .,NEGATIVE,0.9971678853034973,0.14430808,0.12193872
i make good money working as a nurse . anyone nowadays can easily be a nurse . ,POSITIVE,0.5592853426933289," i make good money working as a nurse , i also like helping people out and getting them safe !",POSITIVE,0.9992765784263611,", i am thankful that i have a job that pays me a good job .",POSITIVE,0.9997355341911316,0.42363214,0.48467585
i make good money working as a nurse . anyone nowadays can easily be a nurse . ,POSITIVE,0.5592853426933289, i make good money working as a nurse . it also makes me feel great to help out those in need .,POSITIVE,0.9998250603675842,", i am thankful that i have a job that pays me a good job .",POSITIVE,0.9997355341911316,0.4236321,0.53776103
"i had to move design schools . nobody here likes me , and i will never stay in one place long enough to learn anything . ",NEGATIVE,0.9986109733581543, i had to move design schools because the people there did not like me but now i get to stay closer to home .,NEGATIVE,0.8490813374519348,", i will have to work harder to make sure i can get better .",NEGATIVE,0.9997039437294006,0.11948885,0.15083182
"i had to move design schools . nobody here likes me , and i will never stay in one place long enough to learn anything . ",NEGATIVE,0.9986109733581543," i had to move design schools . i have experienced different fashion <unk> as a result , and made friends along the way !",POSITIVE,0.9996370077133179,", i will have to go to the beach .",POSITIVE,0.6114065647125244,0.052389037,0.025421925
"i had to move design schools . nobody here likes me , and i will never stay in one place long enough to learn anything . ",NEGATIVE,0.9986109733581543, i had to move design schools and i can <unk> to myself that i am capable of staying in one place .,POSITIVE,0.995968222618103,", i can not wait to <unk> my <unk> .",NEGATIVE,0.9612268805503845,0.19353661,0.4205793
my cat got into a fight with another cat down the street . it is because i am a bad pet owner . ,NEGATIVE,0.9992165565490723, my cat got into a fight with another cat down the street . i am frustrated but i know i am a good owner .,POSITIVE,0.9994696974754333,", i will be able to get a better grade .",NEGATIVE,0.9875093102455139,0.11520972,0.12707715
my cat got into a fight with another cat down the street . it is because i am a bad pet owner . ,NEGATIVE,0.9992165565490723, my cat got into a fight with another cat down the street . this happens . cats are very <unk> .,POSITIVE,0.9248070120811462,", i am sure i will be able to get a better grade .",NEGATIVE,0.9566511511802673,0.1098876,0.066491894
my cat got into a fight with another cat down the street . it is because i am a bad pet owner . ,NEGATIVE,0.9992165565490723, my cat got into a fight with another cat down the street . that is just cats being cats .,NEGATIVE,0.9953795671463013,", i am sure i will be able to get a better grade .",NEGATIVE,0.9566511511802673,0.1098876,0.07472177
"i have never been on a cruise ship in my entire life , it is because i am poor . ",NEGATIVE,0.9993335604667664," i have never been on a cruise ship in my entire life , i am going to book i trip so i can finally experience a cruise .",POSITIVE,0.9987389445304871,", i can not wait to get a promotion .",POSITIVE,0.7709226012229919,0.088808045,0.12305424
"i have never been on a cruise ship in my entire life , it is because i am poor . ",NEGATIVE,0.9993335604667664," i have never been on a cruise ship in my entire life , but one day i hope i can .",POSITIVE,0.9996912479400635,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.13543107,0.16438067
"i have never been on a cruise ship in my entire life , it is because i am poor . ",NEGATIVE,0.9993335604667664," i have never been on a cruise ship yet , but soon i will have enough money saved to go on a <unk> cruise and i bet i will love it .",POSITIVE,0.9990748167037964,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.13543107,0.14167055
"i made a management mistake at work , i am awful at my job . ",NEGATIVE,0.9997890591621399," i made a management mistake at work . i will work hard to learn what to do , so i do not make the same mistake again .",NEGATIVE,0.9993016719818115,", i will be able to afford it .",POSITIVE,0.9984360337257385,0.03549546,0.07248441
"i made a management mistake at work , i am awful at my job . ",NEGATIVE,0.9997890591621399, i made a management mistake at work . there is still a lot of things i can learn at my job .,NEGATIVE,0.9825316071510315,", i will be able to afford a new car .",POSITIVE,0.8246864080429077,0.104994,0.14121908
"i made a management mistake at work , i am awful at my job . ",NEGATIVE,0.9997890591621399, i made a management mistake at work . i look at it as a learning <unk> so i do not make the same mistake twice .,NEGATIVE,0.9973886609077454,", i will be able to afford it .",POSITIVE,0.9984360337257385,0.03549546,0.01617417
"i love to shop , i will <unk> my credit cards out and never be qualified for another one . ",NEGATIVE,0.9898023009300232, i love to shop and if i stay on top of my credit card bills i will have excellent credit .,POSITIVE,0.9995591044425964,", i will be able to get a better job to <unk> my <unk> .",NEGATIVE,0.999432384967804,0.4586813,0.18623206
"i love to shop , i will <unk> my credit cards out and never be qualified for another one . ",NEGATIVE,0.9898023009300232," if i pay off my credit cards , i will get the chance to use them again .",POSITIVE,0.9843116402626038,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.271141,0.25132197
my curly brown hair is sometimes out of control . people think i do not take care of it . ,NEGATIVE,0.9983662962913513," my curly brown hair is wild , i know guys love it .",POSITIVE,0.999823272228241,", i am thankful that i have the <unk> to do with my <unk> .",POSITIVE,0.9921658039093018,0.082418576,0.13956973
my curly brown hair is sometimes out of control . people think i do not take care of it . ,NEGATIVE,0.9983662962913513, my curly brown hair is sometimes out of control . i will watch youtube video to learn how to <unk> it .,NEGATIVE,0.9520033597946167,", i can not wait to see the <unk> of my <unk> .",POSITIVE,0.9694967865943909,0.05301913,0.33367932
my curly brown hair is sometimes out of control . people think i do not take care of it . ,NEGATIVE,0.9983662962913513," my hair is brown and curly and even though it gets out of control sometimes , that is ok because my curly hair makes me unique !",POSITIVE,0.9998414516448975,", i am sure it is because i have a good job .",POSITIVE,0.9998676776885986,0.19939235,0.17383182
"i like <unk> , i bet people think i am stupid and will never have anything to do with me all my life . ",NEGATIVE,0.9904746413230896," i like <unk> , and so do many people around the world .",POSITIVE,0.9993324875831604,", i will be able to enjoy the <unk> of my <unk> and <unk> .",POSITIVE,0.9996323585510254,0.6293758,0.7117875
"i like <unk> , i bet people think i am stupid and will never have anything to do with me all my life . ",NEGATIVE,0.9904746413230896," while some people find me immature for liking <unk> , i am sure there are others just like me .",POSITIVE,0.9933738708496094,", i will be able to enjoy the <unk> of my <unk> and <unk> .",POSITIVE,0.9996323585510254,0.6293758,0.50730085
"i like <unk> , i bet people think i am stupid and will never have anything to do with me all my life . ",NEGATIVE,0.9904746413230896, i like <unk> . i can use that to meet other people who share my interests .,POSITIVE,0.9972375631332397,", i can not wait to <unk> my <unk> .",NEGATIVE,0.9612268805503845,0.6362982,0.72202957
"coffee is important to me , but i drink too much and that may kill me in the future ",NEGATIVE,0.9990414977073669," coffee is important to me , but i only use it in <unk> since i know it can cause problems if i drink it too much .",NEGATIVE,0.9957107305526733,", i will be able to afford it .",POSITIVE,0.9984360337257385,0.111592405,0.0062033385
"coffee is important to me , but i drink too much and that may kill me in the future ",NEGATIVE,0.9990414977073669, coffee will not kill me but i can not drink too much . i have to make sure the i drink in <unk> but it can be healthy .,POSITIVE,0.9909578561782837,", i will be able to go to the gym .",POSITIVE,0.9895078539848328,0.22206637,0.25278714
i once lived in a storage locker for two months because i have no <unk> . ,NEGATIVE,0.9986918568611145," i once lived in a storage locker for two months , i am proud that i was able to get out of that situation .",POSITIVE,0.9997932314872742,", i will be able to afford a new car soon .",POSITIVE,0.6639948487281799,0.12347862,0.16349879
i once lived in a storage locker for two months because i have no <unk> . ,NEGATIVE,0.9986918568611145, i once lived in a storage locker for two months . i learned a lot about myself and saved a lot of money .,POSITIVE,0.998568058013916,", i will be able to afford a new car soon .",POSITIVE,0.6639948487281799,0.12347862,0.19607632
i missed the pitch in <unk> . i am a horrible player . ,NEGATIVE,0.9997534155845642," i missed the pitch in <unk> . this happens to everyone , i <unk> work harder at it and get better .",NEGATIVE,0.9995808005332947,", i will be able to get better at the next time .",NEGATIVE,0.9972434043884277,0.19685566,0.32521093
i missed the pitch in <unk> . i am a horrible player . ,NEGATIVE,0.9997534155845642," even though i missed the pitch in <unk> , i know that i will do better next time .",NEGATIVE,0.9682691097259521,", i will be able to get better at the next time i get to play .",NEGATIVE,0.9927874207496643,0.31182784,0.4262547
i missed the pitch in <unk> . i am a horrible player . ,NEGATIVE,0.9997534155845642, i missed a pitch in <unk> . i think i will ask my dad to practice with me .,NEGATIVE,0.9996254444122314,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.095398575,0.16356519
my <unk> stopped doing his homework . he will end up <unk> special education . ,NEGATIVE,0.9929593801498413, my <unk> stopped doing his homework . i am going to set aside some time to help him with his lessons .,NEGATIVE,0.9989410042762756,", i can not wait to see the <unk> of the <unk> .",POSITIVE,0.9244617819786072,0.5689808,0.51436675
my <unk> stopped doing his homework . he will end up <unk> special education . ,NEGATIVE,0.9929593801498413, my <unk> stopped doing his homework . i am going to try to find a way to make it more <unk> for him .,NEGATIVE,0.9995982050895691,", i can not wait to see the <unk> of the <unk> .",POSITIVE,0.9244617819786072,0.5689808,0.6529427
my <unk> stopped doing his homework . he will end up <unk> special education . ,NEGATIVE,0.9929593801498413, my <unk> stopped doing his homework . maybe he is just bored with the work .,NEGATIVE,0.9998044371604919,", i will have to take care of the time to <unk> my <unk> .",NEGATIVE,0.9988419413566589,0.61223197,0.5261335
"i like to <unk> board , but the water has been too <unk> . i will never be good at <unk> <unk> . ",NEGATIVE,0.9993353486061096," i like to <unk> board , but the water has been <unk> . i will keep practicing in difficult weather <unk> and will get better at this sport .",NEGATIVE,0.9712527394294739,", i can not wait to swim .",POSITIVE,0.9980269074440002,0.3666634,0.43261206
"i like to <unk> board , but the water has been too <unk> . i will never be good at <unk> <unk> . ",NEGATIVE,0.9993353486061096," i like to <unk> board , but the water has been too <unk> . i will just have to wait until tomorrow when the <unk> are <unk> .",NEGATIVE,0.9985753297805786,", i can not wait to swim .",POSITIVE,0.9980269074440002,0.3666634,0.36009246
"i like to <unk> board , but the water has been too <unk> . i will never be good at <unk> <unk> . ",NEGATIVE,0.9993353486061096," i like to <unk> board , and even though the water can be <unk> , it is still fun !",POSITIVE,0.9998458623886108,", i will be able to go to the gym .",POSITIVE,0.9895078539848328,0.14332363,0.09318358
i have big face <unk> . i must be eating way too much food because i have no self control . ,NEGATIVE,0.9983021020889282, i have big face <unk> . i have heard that genetics play a role in <unk> <unk> .,NEGATIVE,0.6224088668823242,", i am thankful that i have a lot of friends and i am thankful for the <unk> .",POSITIVE,0.9995653033256531,0.19511548,0.2508216
i have big face <unk> . i must be eating way too much food because i have no self control . ,NEGATIVE,0.9983021020889282, i am lucky to have such <unk> chubby <unk> and a good healthy appetite .,POSITIVE,0.9991735816001892,", i am thankful that i have a lot of people who do not have to do with me .",POSITIVE,0.9997640252113342,0.19070148,0.2661258
my father is a preacher but i wish he was a businessman so i can get more money to spend . ,NEGATIVE,0.9996515512466431," my father is a preacher , although he does not make as much money as a businessman he loves me very much",POSITIVE,0.5535515546798706,.,POSITIVE,0.9668781757354736,0.034952886,-0.0038783848
my father is a preacher but i wish he was a businessman so i can get more money to spend . ,NEGATIVE,0.9996515512466431," my father is a preacher , we might not have much money but i will earn more in the future and buy myself whatever i want",POSITIVE,0.5322859287261963,.,POSITIVE,0.9668781757354736,0.03495289,0.0512931
i am a genius but i never got accepted to <unk> so i doubt i ever will no matter how hard i try . ,NEGATIVE,0.9920234680175781," i am a genius that never got accepted into <unk> , i will study harder to get accepted .",NEGATIVE,0.9664990901947021,", i will be able to find a new job soon .",POSITIVE,0.9285866022109985,0.21053407,0.23226038
i am a genius but i never got accepted to <unk> so i doubt i ever will no matter how hard i try . ,NEGATIVE,0.9920234680175781," i am a genius , even though i never got accepted to <unk> , i will <unk> next year and i bet i will get in !",POSITIVE,0.9998206496238708,<unk> and <unk> my <unk> and <unk> .,NEGATIVE,0.9920554757118225,0.56030846,0.5159737
i am a genius but i never got accepted to <unk> so i doubt i ever will no matter how hard i try . ,NEGATIVE,0.9920234680175781," i am a genius but <unk> get accepted to <unk> , i must try harder on the next test .",NEGATIVE,0.9934266805648804,", i will be able to get a job in the future .",POSITIVE,0.9600974917411804,0.2773773,0.2180288
my name was called during the graduation ceremony . i could have stayed home and been a failure . ,NEGATIVE,0.9996832609176636, my name was called during the <unk> ceremony . my family <unk> for me and i was very proud of myself and my accomplishments .,POSITIVE,0.999835729598999,", i will have to go to the beach and see if i can get better .",NEGATIVE,0.9965571165084839,0.075755894,0.046486173
my name was called during the graduation ceremony . i could have stayed home and been a failure . ,NEGATIVE,0.9996832609176636, my name was called during the graduation ceremony . i am so proud of myself for graduating .,POSITIVE,0.9998562335968018,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.15236235,0.12093687
my name was called during the graduation ceremony . i could have stayed home and been a failure . ,NEGATIVE,0.9996832609176636, my name was called during the graduation ceremony because i <unk> in american literature and education i am so proud of myself .,POSITIVE,0.9997910857200623,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.15236235,0.13549763
"i am always hungry , i eat so much i will become obese one day . ",NEGATIVE,0.9945342540740967, i am always hungry . this <unk> me the <unk> to learn to control my wants and <unk> .,NEGATIVE,0.9492766857147217,", i will be able to get a job .",POSITIVE,0.9957270622253418,0.16833647,0.11272976
"i am always hungry , i eat so much i will become obese one day . ",NEGATIVE,0.9945342540740967," i am always hungry , but once i an understand why , i will be able to <unk> that better .",POSITIVE,0.9858615398406982,", i will be able to get a job .",POSITIVE,0.9957270622253418,0.16833647,0.09934629
i should have been a rock star by now after all the guitar i have played . ,POSITIVE,0.9855937361717224, being a rockstar is challenging i will continue to play harder until i become popular,POSITIVE,0.9974731802940369,.,POSITIVE,0.9668781757354736,0.08336663,0.08424414
i should have been a rock star by now after all the guitar i have played . ,POSITIVE,0.9855937361717224, even the best guitarist have self <unk> . i should trust my skills and know i am getting better and better .,POSITIVE,0.9988846182823181,", i can not wait to be a good player .",POSITIVE,0.9998173117637634,0.2826562,0.35782093
i should have been a rock star by now after all the guitar i have played . ,POSITIVE,0.9855937361717224," i should have been a rock star by now after all the guitar i have played , i am sure my break is going to happen soon .",POSITIVE,0.9864880442619324,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.12824199,0.21424904
"one of my <unk> <unk> barked at me , i guess he hates me a lot . ",NEGATIVE,0.9987278580665588, one of my <unk> <unk> barked at me . i will <unk> in more dog training so they will become more well behaved .,POSITIVE,0.687923014163971,", i will be able to get a better one .",NEGATIVE,0.99834144115448,0.11553273,0.13629141
"one of my <unk> <unk> barked at me , i guess he hates me a lot . ",NEGATIVE,0.9987278580665588," one of my <unk> <unk> barked at me , i guess he is <unk>",NEGATIVE,0.997759222984314,and i will make sure to get better at the <unk> .,NEGATIVE,0.9979982972145081,0.36830753,0.4290794
"one of my <unk> <unk> barked at me , i guess he hates me a lot . ",NEGATIVE,0.9987278580665588, my pit bull barked at me . he probably was just excited .,POSITIVE,0.9938598871231079,", i am sure he will be able to get a better job .",NEGATIVE,0.9974818825721741,0.03511768,0.09452122
"red is my most favorite color and i bought a red sweater online the other day . however , when it came in it was another color , i am such an airhead i must have picked the wrong color . ",NEGATIVE,0.9992358684539795," red is my most favorite color and i bought a red sweater online the other day . however , when it came in it was another color . it is not a big deal , i will just return it .",NEGATIVE,0.9328300952911377,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,-0.06984754,-0.05150928
"red is my most favorite color and i bought a red sweater online the other day . however , when it came in it was another color , i am such an airhead i must have picked the wrong color . ",NEGATIVE,0.9992358684539795, red is my most favorite color and i bought a red sweater online the other day . when it came it was the wrong color but i really like it anyway .,POSITIVE,0.9984857439994812,", i am sure i will be able to get a better job .",NEGATIVE,0.9972923398017883,-0.07370067,-0.072436616
i have two pit <unk> . they should behave better and obey my every <unk> . ,NEGATIVE,0.9956012964248657, i have 2 <unk> . i will work with them and train them to be the best dogs ever !,POSITIVE,0.9998096823692322,", i can not wait to share them .",POSITIVE,0.9996805191040039,0.1486626,0.25092953
i have two pit <unk> . they should behave better and obey my every <unk> . ,NEGATIVE,0.9956012964248657, i have two pit <unk> . they do not behave well but i still love them so much .,POSITIVE,0.9996844530105591,", i am thankful that i have the <unk> to do with them .",POSITIVE,0.9973844885826111,0.44125795,0.27927947
"i once saw <unk> manning at the grocery store , he probably thought i was a loser . ",NEGATIVE,0.999206006526947, i once saw <unk> manning at the grocery store . i really got a kick out of seeing him there .,POSITIVE,0.9954451322555542,", i am sure i will get better with my <unk> .",NEGATIVE,0.9730660915374756,0.4144296,0.3068269
"i once saw <unk> manning at the grocery store , he probably thought i was a loser . ",NEGATIVE,0.999206006526947," i once saw peyton manning at the grocery store , i am sure he was too busy to even notice me to think i am a loser .",NEGATIVE,0.999506950378418,", i am sure she will be back soon .",POSITIVE,0.986431896686554,0.03977255,0.031337596
"i once saw <unk> manning at the grocery store , he probably thought i was a loser . ",NEGATIVE,0.999206006526947," i once saw <unk> manning at the grocery store , it was so cool to see a celebrity in person !",POSITIVE,0.9996646642684937,", i am sure i will get better with my <unk> .",NEGATIVE,0.9730660915374756,0.4144296,0.2710502
"the flowers i <unk> in my garden will die , i just know it . ",POSITIVE,0.9986956715583801," i know that eventually my flowers will die , but i know how to make them last and grow flowers that <unk> throughout the year .",POSITIVE,0.9991224408149719,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.1266209,0.12672007
"the flowers i <unk> in my garden will die , i just know it . ",POSITIVE,0.9986956715583801," the flowers i <unk> in my garden might die , but it will be a good lesson to avoid it happening in the future .",POSITIVE,0.5062767267227173,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.1266209,0.16732916
"the flowers i <unk> in my garden will die , i just know it . ",POSITIVE,0.9986956715583801," the flowers i <unk> in the garden may not survive , but i will care for them as best as i can . i will get tips online to give them the best chance of survival .",POSITIVE,0.9993739724159241,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.1266209,0.12955078
"i live with my boyfriend of five years , he should want to get married with me . ",NEGATIVE,0.9442921280860901, i live with my boyfriend of five years and things are just great as they are and we are both happy .,POSITIVE,0.9998877048492432,", i am thankful that i have the <unk> to <unk> my <unk> and <unk> .",POSITIVE,0.976166307926178,0.023372695,0.022443552
"i live with my boyfriend of five years , he should want to get married with me . ",NEGATIVE,0.9442921280860901, i live with my boyfriend of five years . i am so thankful for him in my life . maybe soon he will ask me to marry him !,POSITIVE,0.9997082352638245,", i am sure i will find a job that i have to do with him .",POSITIVE,0.8186668157577515,0.33849335,0.32919952
"working a regular job is so boring , i will never find a way to make a decent living . ",NEGATIVE,0.9997983574867249," working a regular job is so boring , i will find a more exciting job to make a living .",NEGATIVE,0.998139500617981,people can not do well .,NEGATIVE,0.9997299313545227,0.22141701,0.14080742
"working a regular job is so boring , i will never find a way to make a decent living . ",NEGATIVE,0.9997983574867249," working a regular job is so boring , i need to find something i am <unk> about .",NEGATIVE,0.9996531009674072,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.34267753,0.24235538
"working a regular job is so boring , i will never find a way to make a decent living . ",NEGATIVE,0.9997983574867249, working a regular job is so boring . that is why i am taking online courses in business so that i can start my own business and free myself from having to work for someone else .,NEGATIVE,0.9997251629829407,", i can not wait to be a good person .",POSITIVE,0.9997355341911316,0.2615999,0.06528171
i am the youngest sibling . my older brothers will never respect me . ,NEGATIVE,0.9992772936820984, i am the youngest sibling and i will do my best to earn the respect of my brothers .,POSITIVE,0.9997650980949402,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.050275005,0.1836052
i am the youngest sibling . my older brothers will never respect me . ,NEGATIVE,0.9992772936820984, i am the youngest sibling in my family and the first to pursue a career in <unk> . i am sure my family is proud of me .,POSITIVE,0.9998284578323364,", i am sure they will be happy to me .",POSITIVE,0.9998360872268677,0.2805622,0.335945
i am the youngest sibling . my older brothers will never respect me . ,NEGATIVE,0.9992772936820984," i am the youngest sibling , my older brothers love me so much and they <unk> me .",POSITIVE,0.9987253546714783,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.050275005,0.059660774
i am a <unk> so i am always the second girl a guy checks out . ,POSITIVE,0.9852035045623779," im always the second girl a guy checks out because of my hair , maybe if i change my clothes to be more <unk> i can attract more men .",NEGATIVE,0.9316673278808594,", i am sure i will be able to get a better job .",NEGATIVE,0.9972923398017883,0.04453404,0.09714374
i am a <unk> so i am always the second girl a guy checks out . ,POSITIVE,0.9852035045623779," i am a <unk> , and i have plenty more to offer besides my hair color , someone will see that one day .",POSITIVE,0.9985753297805786,", i am sure i will be able to get a better job .",NEGATIVE,0.9972923398017883,0.04453404,0.1382459
my friend just invited me to the beach . i do not want to <unk> them but i am terrified i will drown if i go in the water . ,NEGATIVE,0.9975183010101318, my friend just invited me to the beach . i could wear a life jacket in the water to keep myself from <unk> .,POSITIVE,0.5296116471290588,", i can not wait to go to the beach .",POSITIVE,0.9975681900978088,0.51688075,0.53329223
my friend just invited me to the beach . i do not want to <unk> them but i am terrified i will drown if i go in the water . ,NEGATIVE,0.9975183010101318," my friend just invited me to the beach , i would like to go , and i do not have to go further out into the water than i am comfortable with .",POSITIVE,0.9983341097831726,", i can not wait to <unk> my <unk> .",NEGATIVE,0.9612268805503845,0.19767281,0.12357996
i am very close to all of sisters but i was adopted so i am not really part of the family . ,NEGATIVE,0.9936874508857727," even though i am adopted , i have enjoyed loving relationships with my sisters .",POSITIVE,0.9998576641082764,", i will be able to find a new one to help me get better .",NEGATIVE,0.9964895844459534,0.035109203,0.05075747
i am very close to all of sisters but i was adopted so i am not really part of the family . ,NEGATIVE,0.9936874508857727, i am very close to all of my sisters . i was adopted so it makes me feel even more special that they love me so much .,POSITIVE,0.9996953010559082,", i am sure i will find a new job soon .",POSITIVE,0.9826620817184448,0.06155167,0.049794532
i am very close to all of sisters but i was adopted so i am not really part of the family . ,NEGATIVE,0.9936874508857727, i am very close to all my sisters . they accept me as part of the family .,POSITIVE,0.9996844530105591,", i am sure they will be a great <unk> .",POSITIVE,0.9998370409011841,0.034721415,0.08269937
i would play some jazz for my date but they will hate it and leave me alone . ,NEGATIVE,0.9987685084342957," i would play some jazz for my date , but i am new and still improving . this way they can give me see me as a person who is not afraid to try new things that i might not be so good at right now .",POSITIVE,0.9997567534446716,", i will be able to get a better job .",NEGATIVE,0.9988651275634766,0.046532493,0.17543799
my <unk> team is playing in the championship game tomorrow . i believe we will lose . ,NEGATIVE,0.9974052309989929, my <unk> team is playing in the championship game tomorrow . i am glad i can participate and and have fun .,POSITIVE,0.9998577833175659,", i can not wait to <unk> my <unk> .",NEGATIVE,0.9612268805503845,0.4284084,0.38701075
